Testname: FB_OD600scan_96well
Date: 12/10/2025  Time: 9:49:20 AM
ID1: P0000000003  ID2: d12a6641-4d0c-48bd-aeac-668fa5facce1  ID3: 
No. of Channels / Multichromatics: 1
No. of Intervals: 1
Configuration: Absorbance
Used wavelengths, gain values and path length correction factor:
  1: 600nm                                          0/0     1.7006
  2: -                                              
  3: -                                              
  4: -                                              
  5: -                                              
Focal height [mm]: -
header_end

Chromatic: 1
Interval: 1
Time [s]: 0
A01:    0.327
A02:    0.37 
A03:    0.334
A04:    0.307
A05:    0.259
A06:    0.394
A07:    0.369
A08:    0.479
A09:    0.221
A10:    0.276
A11:    0.386
A12:    0.204
B01:    0.379
B02:    0.371
B03:    0.357
B04:    0.309
B05:    0.385
B06:    0.382
B07:    0.243
B08:    0.335
B09:    0.207
B10:    0.197
B11:    0.414
B12:    0.466
C01:    0.35 
C02:    0.396
C03:    0.305
C04:    0.278
C05:    0.303
C06:    0.152
C07:    0.169
C08:    0.31 
C09:    0.138
C10:    0.256
C11:    0.311
C12:    0.355
D01:    0.277
D02:    0.204
D03:    0.44 
D04:    0.304
D05:    0.151
D06:    0.404
D07:    0.389
D08:    0.383
D09:    0.411
D10:    0.157
D11:    0.26 
D12:    0.277
E01:    0.228
E02:    0.238
E03:    0.47 
E04:    0.457
E05:    0.434
E06:    0.399
E07:    0.474
E08:    0.232
E09:    0.266
E10:    0.146
E11:    0.393
E12:    0.14 
F01:    0.127
F02:    0.225
F03:    0.307
F04:    0.354
F05:    0.418
F06:    0.21 
F07:    0.273
F08:    0.229
F09:    0.406
F10:    0.294
F11:    0.322
F12:    0.136
G01:    0.312
G02:    0.138
G03:    0.135
G04:    0.135
G05:    0.239
G06:    0.131
G07:    0.409
G08:    0.321
G09:    0.413
G10:    0.259
G11:    0.131
G12:    0.143
H01:    0.333
H02:    0.332
H03:    0.399
H04:    0.14 
H05:    0.338
H06:    0.145
H07:    0.279
H08:    0.327
H09:    0.171
H10:    0.367
H11:    0.137
H12:    0.469

