Testname: FB_OD600scan_96well
Date: 12/11/2025  Time: 12:01:03 AM
ID1: P0000000023  ID2: d12a6641-4d0c-48bd-aeac-668fa5facce1  ID3: 
No. of Channels / Multichromatics: 1
No. of Intervals: 1
Configuration: Absorbance
Used wavelengths, gain values and path length correction factor:
  1: 600nm                                          0/0     1.7006
  2: -                                              
  3: -                                              
  4: -                                              
  5: -                                              
Focal height [mm]: -
header_end

Chromatic: 1
Interval: 1
Time [s]: 0
A01:    0.144
A02:    0.542
A03:    0.341
A04:    0.49 
A05:    0.391
A06:    0.465
A07:    0.564
A08:    0.287
A09:    0.232
A10:    0.577
A11:    0.461
A12:    0.235
B01:    0.704
B02:    0.546
B03:    0.441
B04:    0.532
B05:    0.541
B06:    0.207
B07:    0.241
B08:    0.263
B09:    0.443
B10:    0.605
B11:    0.568
B12:    0.18 
C01:    0.457
C02:    0.504
C03:    0.423
C04:    0.331
C05:    0.257
C06:    0.337
C07:    0.577
C08:    0.429
C09:    0.281
C10:    0.573
C11:    0.311
C12:    0.474
D01:    0.285
D02:    0.367
D03:    0.832
D04:    0.469
D05:    0.313
D06:    0.242
D07:    0.24 
D08:    0.314
D09:    0.503
D10:    0.525
D11:    0.339
D12:    0.51 
E01:    0.139
E02:    0.593
E03:    0.526
E04:    0.401
E05:    0.502
E06:    0.458
E07:    0.516
E08:    0.464
E09:    0.462
E10:    0.422
E11:    0.252
E12:    0.328
F01:    0.281
F02:    0.375
F03:    0.387
F04:    0.566
F05:    0.432
F06:    0.415
F07:    0.519
F08:    0.405
F09:    0.495
F10:    0.413
F11:    0.307
F12:    0.335
G01:    0.386
G02:    0.706
G03:    0.535
G04:    0.409
G05:    0.325
G06:    0.974
G07:    0.432
G08:    0.715
G09:    0.225
G10:    0.564
G11:    0.385
G12:    0.385
H01:    0.569
H02:    0.683
H03:    0.322
H04:    0.376
H05:    0.54 
H06:    0.192
H07:    0.24 
H08:    0.284
H09:    0.328
H10:    0.425
H11:    0.479
H12:    0.545

