Testname: FB_OD600scan_96well
Date: 12/9/2025  Time: 7:39:56 PM
ID1: P0000000008  ID2: d12a6641-4d0c-48bd-aeac-668fa5facce1  ID3: 
No. of Channels / Multichromatics: 1
No. of Intervals: 1
Configuration: Absorbance
Used wavelengths, gain values and path length correction factor:
  1: 600nm                                          0/0     1.7006
  2: -                                              
  3: -                                              
  4: -                                              
  5: -                                              
Focal height [mm]: -
header_end

Chromatic: 1
Interval: 1
Time [s]: 0
A01:    0.175
A02:    0.911
A03:    0.258
A04:    0.385
A05:    0.405
A06:    0.425
A07:    0.553
A08:    0.23 
A09:    0.244
A10:    0.446
A11:    0.513
A12:    0.181
B01:    0.545
B02:    0.609
B03:    0.484
B04:    0.624
B05:    0.623
B06:    0.249
B07:    0.156
B08:    0.223
B09:    0.567
B10:    0.623
B11:    1.237
B12:    0.175
C01:    0.242
C02:    0.645
C03:    0.495
C04:    0.352
C05:    0.167
C06:    0.387
C07:    0.612
C08:    0.495
C09:    0.287
C10:    0.638
C11:    0.408
C12:    0.501
D01:    0.566
D02:    0.219
D03:    0.598
D04:    0.617
D05:    0.296
D06:    0.254
D07:    0.265
D08:    0.283
D09:    0.386
D10:    0.99 
D11:    0.35 
D12:    0.12 
E01:    0.135
E02:    0.648
E03:    0.581
E04:    0.227
E05:    0.492
E06:    0.44 
E07:    0.617
E08:    0.47 
E09:    0.529
E10:    0.46 
E11:    0.168
E12:    0.348
F01:    0.231
F02:    0.406
F03:    0.498
F04:    0.555
F05:    0.454
F06:    0.432
F07:    0.544
F08:    0.428
F09:    0.527
F10:    0.36 
F11:    0.345
F12:    0.413
G01:    0.39 
G02:    0.735
G03:    0.571
G04:    0.476
G05:    0.181
G06:    0.986
G07:    0.268
G08:    0.256
G09:    0.213
G10:    0.382
G11:    0.417
G12:    0.383
H01:    0.608
H02:    0.71 
H03:    0.233
H04:    0.424
H05:    0.582
H06:    0.143
H07:    0.151
H08:    0.303
H09:    0.345
H10:    0.362
H11:    0.468
H12:    0.444

