Testname: FB_OD600scan_96well
Date: 12/9/2025  Time: 10:45:29 PM
ID1: P0000000008  ID2: d12a6641-4d0c-48bd-aeac-668fa5facce1  ID3: 
No. of Channels / Multichromatics: 1
No. of Intervals: 1
Configuration: Absorbance
Used wavelengths, gain values and path length correction factor:
  1: 600nm                                          0/0     1.7006
  2: -                                              
  3: -                                              
  4: -                                              
  5: -                                              
Focal height [mm]: -
header_end

Chromatic: 1
Interval: 1
Time [s]: 0
A01:    0.172
A02:    0.578
A03:    0.245
A04:    0.412
A05:    0.39 
A06:    0.409
A07:    0.55 
A08:    0.223
A09:    0.258
A10:    0.606
A11:    0.499
A12:    0.222
B01:    0.554
B02:    0.605
B03:    0.484
B04:    0.589
B05:    0.569
B06:    0.259
B07:    0.166
B08:    0.216
B09:    0.554
B10:    0.62 
B11:    1.277
B12:    0.176
C01:    0.258
C02:    0.662
C03:    0.483
C04:    0.362
C05:    0.211
C06:    0.382
C07:    0.601
C08:    0.488
C09:    0.286
C10:    0.588
C11:    0.407
C12:    0.473
D01:    0.534
D02:    0.249
D03:    0.579
D04:    0.602
D05:    0.29 
D06:    0.244
D07:    0.256
D08:    0.289
D09:    0.405
D10:    0.949
D11:    0.349
D12:    0.128
E01:    0.14 
E02:    0.622
E03:    0.571
E04:    0.237
E05:    0.489
E06:    0.44 
E07:    0.57 
E08:    0.472
E09:    0.517
E10:    0.442
E11:    0.169
E12:    0.351
F01:    0.262
F02:    0.406
F03:    0.477
F04:    0.542
F05:    0.457
F06:    0.434
F07:    0.54 
F08:    0.411
F09:    0.546
F10:    0.35 
F11:    0.352
F12:    0.404
G01:    0.37 
G02:    0.753
G03:    0.566
G04:    0.482
G05:    0.206
G06:    0.967
G07:    0.257
G08:    0.225
G09:    0.28 
G10:    0.681
G11:    0.502
G12:    0.366
H01:    0.583
H02:    0.684
H03:    0.243
H04:    0.416
H05:    0.576
H06:    0.144
H07:    0.237
H08:    0.338
H09:    0.346
H10:    0.283
H11:    0.496
H12:    0.44 

