Testname: FB_OD600scan_96well
Date: 12/10/2025  Time: 11:01:12 AM
ID1: P0000000010  ID2: d12a6641-4d0c-48bd-aeac-668fa5facce1  ID3: 
No. of Channels / Multichromatics: 1
No. of Intervals: 1
Configuration: Absorbance
Used wavelengths, gain values and path length correction factor:
  1: 600nm                                          0/0     1.7006
  2: -                                              
  3: -                                              
  4: -                                              
  5: -                                              
Focal height [mm]: -
header_end

Chromatic: 1
Interval: 1
Time [s]: 0
A01:    0.147
A02:    0.529
A03:    0.322
A04:    0.463
A05:    0.38 
A06:    0.464
A07:    0.57 
A08:    0.345
A09:    0.212
A10:    0.539
A11:    0.467
A12:    0.25 
B01:    0.629
B02:    0.587
B03:    0.477
B04:    0.57 
B05:    0.579
B06:    0.218
B07:    0.316
B08:    0.224
B09:    0.169
B10:    0.606
B11:    0.814
B12:    0.148
C01:    0.461
C02:    0.515
C03:    0.433
C04:    0.364
C05:    0.203
C06:    0.336
C07:    0.583
C08:    0.433
C09:    0.277
C10:    0.607
C11:    0.262
C12:    0.506
D01:    0.225
D02:    0.36 
D03:    0.67 
D04:    0.513
D05:    0.303
D06:    0.228
D07:    0.258
D08:    0.306
D09:    0.495
D10:    0.55 
D11:    0.326
D12:    0.242
E01:    0.141
E02:    0.595
E03:    0.575
E04:    0.317
E05:    0.514
E06:    0.452
E07:    0.518
E08:    0.472
E09:    0.503
E10:    0.443
E11:    0.307
E12:    0.357
F01:    0.264
F02:    0.401
F03:    0.537
F04:    0.535
F05:    0.435
F06:    0.451
F07:    0.531
F08:    0.404
F09:    0.513
F10:    0.307
F11:    0.294
F12:    0.38 
G01:    0.382
G02:    0.682
G03:    0.535
G04:    0.451
G05:    0.235
G06:    0.965
G07:    0.421
G08:    0.717
G09:    0.263
G10:    0.606
G11:    0.419
G12:    0.403
H01:    0.553
H02:    0.698
H03:    0.254
H04:    0.347
H05:    0.558
H06:    0.287
H07:    0.362
H08:    0.262
H09:    0.346
H10:    0.451
H11:    0.487
H12:    0.548

