Testname: FB_OD600scan_96well
Date: 12/10/2025  Time: 7:02:18 AM
ID1: P0000000023  ID2: d12a6641-4d0c-48bd-aeac-668fa5facce1  ID3: 
No. of Channels / Multichromatics: 1
No. of Intervals: 1
Configuration: Absorbance
Used wavelengths, gain values and path length correction factor:
  1: 600nm                                          0/0     1.7006
  2: -                                              
  3: -                                              
  4: -                                              
  5: -                                              
Focal height [mm]: -
header_end

Chromatic: 1
Interval: 1
Time [s]: 0
A01:    0.134
A02:    0.533
A03:    0.326
A04:    0.458
A05:    0.381
A06:    0.517
A07:    0.58 
A08:    0.299
A09:    0.231
A10:    0.55 
A11:    0.49 
A12:    0.239
B01:    0.539
B02:    0.589
B03:    0.473
B04:    0.569
B05:    0.576
B06:    0.231
B07:    0.207
B08:    0.223
B09:    0.534
B10:    0.635
B11:    0.708
B12:    0.173
C01:    0.397
C02:    0.557
C03:    0.424
C04:    0.368
C05:    0.211
C06:    0.353
C07:    0.574
C08:    0.435
C09:    0.277
C10:    0.577
C11:    0.321
C12:    0.444
D01:    0.476
D02:    0.283
D03:    0.742
D04:    0.481
D05:    0.323
D06:    0.226
D07:    0.242
D08:    0.307
D09:    0.452
D10:    0.555
D11:    0.339
D12:    0.306
E01:    0.144
E02:    0.608
E03:    0.532
E04:    0.26 
E05:    0.458
E06:    0.43 
E07:    0.522
E08:    0.448
E09:    0.489
E10:    0.408
E11:    0.241
E12:    0.301
F01:    0.272
F02:    0.42 
F03:    0.435
F04:    0.593
F05:    0.443
F06:    0.419
F07:    0.532
F08:    0.403
F09:    0.518
F10:    0.36 
F11:    0.328
F12:    0.374
G01:    0.392
G02:    0.735
G03:    0.526
G04:    0.464
G05:    0.235
G06:    0.792
G07:    0.375
G08:    0.568
G09:    0.256
G10:    0.501
G11:    0.412
G12:    0.395
H01:    0.571
H02:    0.695
H03:    0.234
H04:    0.36 
H05:    0.552
H06:    0.238
H07:    0.316
H08:    0.298
H09:    0.313
H10:    0.452
H11:    0.48 
H12:    0.522

