Testname: FB_OD600scan_96well
Date: 12/8/2025  Time: 7:09:35 PM
ID1: P0000000004  ID2: d12a6641-4d0c-48bd-aeac-668fa5facce1  ID3: 
No. of Channels / Multichromatics: 1
No. of Intervals: 1
Configuration: Absorbance
Used wavelengths, gain values and path length correction factor:
  1: 600nm                                          0/0     1.7006
  2: -                                              
  3: -                                              
  4: -                                              
  5: -                                              
Focal height [mm]: -
header_end

Chromatic: 1
Interval: 1
Time [s]: 0
A01:    0.17 
A02:    0.138
A03:    0.205
A04:    0.155
A05:    0.141
A06:    0.162
A07:    0.166
A08:    0.168
A09:    0.182
A10:    0.21 
A11:    0.174
A12:    0.161
B01:    0.153
B02:    0.16 
B03:    0.14 
B04:    0.137
B05:    0.182
B06:    0.152
B07:    0.131
B08:    0.131
B09:    0.129
B10:    0.129
B11:    0.152
B12:    0.129
C01:    0.132
C02:    0.154
C03:    0.147
C04:    0.158
C05:    0.141
C06:    0.15 
C07:    0.129
C08:    0.128
C09:    0.15 
C10:    0.115
C11:    0.18 
C12:    0.152
D01:    0.149
D02:    0.149
D03:    0.189
D04:    0.147
D05:    0.128
D06:    0.156
D07:    0.157
D08:    0.138
D09:    0.148
D10:    0.119
D11:    0.134
D12:    0.103
E01:    0.143
E02:    0.132
E03:    0.156
E04:    0.158
E05:    0.15 
E06:    0.139
E07:    0.14 
E08:    0.129
E09:    0.109
E10:    0.108
E11:    0.126
E12:    0.115
F01:    0.128
F02:    0.125
F03:    0.125
F04:    0.146
F05:    0.136
F06:    0.142
F07:    0.131
F08:    0.118
F09:    0.146
F10:    0.111
F11:    0.105
F12:    0.11 
G01:    0.131
G02:    0.117
G03:    0.122
G04:    0.126
G05:    0.128
G06:    0.104
G07:    0.133
G08:    0.123
G09:    0.119
G10:    0.116
G11:    0.151
G12:    0.114
H01:    0.111
H02:    0.131
H03:    0.137
H04:    0.149
H05:    0.163
H06:    0.142
H07:    0.16 
H08:    0.121
H09:    0.152
H10:    0.097
H11:    0.134
H12:    0.125

