Testname: FB_OD600scan_96well
Date: 12/9/2025  Time: 5:31:19 AM
ID1: P0000000014  ID2: d12a6641-4d0c-48bd-aeac-668fa5facce1  ID3: 
No. of Channels / Multichromatics: 1
No. of Intervals: 1
Configuration: Absorbance
Used wavelengths, gain values and path length correction factor:
  1: 600nm                                          0/0     1.7006
  2: -                                              
  3: -                                              
  4: -                                              
  5: -                                              
Focal height [mm]: -
header_end

Chromatic: 1
Interval: 1
Time [s]: 0
A01:    0.192
A02:    0.208
A03:    0.239
A04:    0.212
A05:    0.297
A06:    0.252
A07:    0.325
A08:    0.203
A09:    0.326
A10:    0.206
A11:    0.217
A12:    0.17 
B01:    0.111
B02:    0.243
B03:    0.199
B04:    0.48 
B05:    0.25 
B06:    0.169
B07:    0.151
B08:    0.498
B09:    0.315
B10:    0.329
B11:    0.424
B12:    0.146
C01:    0.262
C02:    0.135
C03:    0.142
C04:    0.213
C05:    0.175
C06:    0.625
C07:    0.175
C08:    0.336
C09:    0.346
C10:    0.175
C11:    0.133
C12:    0.431
D01:    0.557
D02:    0.135
D03:    0.555
D04:    0.152
D05:    0.153
D06:    0.464
D07:    0.327
D08:    0.142
D09:    0.431
D10:    0.263
D11:    0.164
D12:    0.6  
E01:    0.168
E02:    0.462
E03:    0.237
E04:    0.441
E05:    0.261
E06:    0.321
E07:    0.222
E08:    0.268
E09:    0.537
E10:    0.336
E11:    0.342
E12:    0.436
F01:    0.133
F02:    0.412
F03:    0.435
F04:    0.258
F05:    0.268
F06:    0.161
F07:    0.164
F08:    0.173
F09:    0.32 
F10:    0.379
F11:    0.156
F12:    0.156
G01:    0.163
G02:    0.243
G03:    0.134
G04:    0.203
G05:    0.234
G06:    0.323
G07:    0.415
G08:    0.152
G09:    0.22 
G10:    0.316
G11:    0.479
G12:    0.528
H01:    0.099
H02:    0.193
H03:    0.145
H04:    0.392
H05:    0.275
H06:    0.164
H07:    0.157
H08:    0.169
H09:    0.301
H10:    0.167
H11:    0.163
H12:    0.15 

