Testname: FB_OD600scan_96well
Date: 12/10/2025  Time: 5:23:23 AM
ID1: P0000000025  ID2: d12a6641-4d0c-48bd-aeac-668fa5facce1  ID3: 
No. of Channels / Multichromatics: 1
No. of Intervals: 1
Configuration: Absorbance
Used wavelengths, gain values and path length correction factor:
  1: 600nm                                          0/0     1.7006
  2: -                                              
  3: -                                              
  4: -                                              
  5: -                                              
Focal height [mm]: -
header_end

Chromatic: 1
Interval: 1
Time [s]: 0
A01:    0.269
A02:    0.448
A03:    0.453
A04:    0.376
A05:    0.505
A06:    0.54 
A07:    0.546
A08:    0.421
A09:    0.495
A10:    0.217
A11:    0.246
A12:    0.169
B01:    0.172
B02:    0.492
B03:    0.515
B04:    0.486
B05:    0.496
B06:    0.48 
B07:    0.141
B08:    0.477
B09:    0.504
B10:    0.469
B11:    0.467
B12:    0.274
C01:    0.389
C02:    0.22 
C03:    0.294
C04:    0.406
C05:    0.159
C06:    0.557
C07:    0.175
C08:    0.319
C09:    0.338
C10:    0.509
C11:    0.287
C12:    0.459
D01:    0.491
D02:    0.16 
D03:    0.44 
D04:    0.477
D05:    0.473
D06:    0.507
D07:    0.461
D08:    0.153
D09:    0.473
D10:    0.502
D11:    0.222
D12:    0.46 
E01:    0.412
E02:    0.47 
E03:    0.44 
E04:    0.385
E05:    0.377
E06:    0.459
E07:    0.412
E08:    0.413
E09:    0.458
E10:    0.44 
E11:    0.462
E12:    0.416
F01:    0.347
F02:    0.448
F03:    0.394
F04:    0.462
F05:    0.487
F06:    0.499
F07:    0.306
F08:    0.356
F09:    0.399
F10:    0.347
F11:    0.547
F12:    0.433
G01:    0.48 
G02:    0.451
G03:    0.236
G04:    0.484
G05:    0.314
G06:    0.429
G07:    0.692
G08:    0.163
G09:    0.446
G10:    0.626
G11:    0.478
G12:    0.515
H01:    0.221
H02:    0.31 
H03:    0.246
H04:    0.39 
H05:    0.264
H06:    0.31 
H07:    0.31 
H08:    0.35 
H09:    0.477
H10:    0.313
H11:    0.314
H12:    0.303

