Testname: FB_OD600scan_96well
Date: 12/9/2025  Time: 6:22:20 PM
ID1: P0000000003  ID2: d12a6641-4d0c-48bd-aeac-668fa5facce1  ID3: 
No. of Channels / Multichromatics: 1
No. of Intervals: 1
Configuration: Absorbance
Used wavelengths, gain values and path length correction factor:
  1: 600nm                                          0/0     1.7006
  2: -                                              
  3: -                                              
  4: -                                              
  5: -                                              
Focal height [mm]: -
header_end

Chromatic: 1
Interval: 1
Time [s]: 0
A01:    0.352
A02:    0.389
A03:    0.354
A04:    0.246
A05:    0.272
A06:    0.415
A07:    0.348
A08:    0.443
A09:    0.211
A10:    0.305
A11:    0.408
A12:    0.169
B01:    0.443
B02:    0.428
B03:    0.239
B04:    0.304
B05:    0.466
B06:    0.462
B07:    0.244
B08:    0.331
B09:    0.193
B10:    0.246
B11:    0.424
B12:    0.437
C01:    0.313
C02:    0.396
C03:    0.348
C04:    0.297
C05:    0.332
C06:    0.149
C07:    0.177
C08:    0.305
C09:    0.136
C10:    0.163
C11:    0.315
C12:    0.299
D01:    0.3  
D02:    0.23 
D03:    0.446
D04:    0.275
D05:    0.142
D06:    0.468
D07:    0.372
D08:    0.395
D09:    0.419
D10:    0.162
D11:    0.17 
D12:    0.276
E01:    0.261
E02:    0.252
E03:    0.524
E04:    0.45 
E05:    0.419
E06:    0.425
E07:    0.442
E08:    0.249
E09:    0.234
E10:    0.13 
E11:    0.387
E12:    0.132
F01:    0.123
F02:    0.22 
F03:    0.161
F04:    0.413
F05:    0.466
F06:    0.238
F07:    0.237
F08:    0.244
F09:    0.409
F10:    0.284
F11:    0.358
F12:    0.143
G01:    0.297
G02:    0.124
G03:    0.125
G04:    0.131
G05:    0.225
G06:    0.134
G07:    0.464
G08:    0.29 
G09:    0.462
G10:    0.288
G11:    0.137
G12:    0.131
H01:    0.302
H02:    0.307
H03:    0.361
H04:    0.131
H05:    0.332
H06:    0.134
H07:    0.236
H08:    0.301
H09:    0.14 
H10:    0.342
H11:    0.135
H12:    0.516

