Testname: FB_OD600scan_96well
Date: 12/11/2025  Time: 1:21:31 AM
ID1: P0000000027  ID2: d12a6641-4d0c-48bd-aeac-668fa5facce1  ID3: 
No. of Channels / Multichromatics: 1
No. of Intervals: 1
Configuration: Absorbance
Used wavelengths, gain values and path length correction factor:
  1: 600nm                                          0/0     1.7006
  2: -                                              
  3: -                                              
  4: -                                              
  5: -                                              
Focal height [mm]: -
header_end

Chromatic: 1
Interval: 1
Time [s]: 0
A01:    0.294
A02:    0.592
A03:    0.424
A04:    0.31 
A05:    0.481
A06:    0.515
A07:    0.493
A08:    0.387
A09:    0.401
A10:    0.213
A11:    0.306
A12:    0.201
B01:    0.215
B02:    0.472
B03:    0.553
B04:    0.435
B05:    0.464
B06:    0.38 
B07:    0.274
B08:    0.472
B09:    0.463
B10:    0.446
B11:    0.478
B12:    0.334
C01:    0.461
C02:    0.244
C03:    0.296
C04:    0.377
C05:    0.254
C06:    0.556
C07:    0.154
C08:    0.316
C09:    0.362
C10:    0.479
C11:    0.267
C12:    0.513
D01:    0.507
D02:    0.155
D03:    0.2  
D04:    0.382
D05:    0.418
D06:    0.501
D07:    0.493
D08:    0.146
D09:    0.387
D10:    0.45 
D11:    0.253
D12:    0.578
E01:    0.379
E02:    0.443
E03:    0.452
E04:    0.403
E05:    0.456
E06:    0.469
E07:    0.414
E08:    0.357
E09:    0.462
E10:    0.452
E11:    0.486
E12:    0.523
F01:    0.382
F02:    0.439
F03:    0.441
F04:    0.552
F05:    0.453
F06:    0.497
F07:    0.289
F08:    0.335
F09:    0.396
F10:    0.357
F11:    0.556
F12:    0.381
G01:    0.488
G02:    0.426
G03:    0.247
G04:    0.455
G05:    0.307
G06:    0.412
G07:    0.703
G08:    0.144
G09:    0.491
G10:    0.595
G11:    0.453
G12:    0.538
H01:    0.24 
H02:    0.333
H03:    0.281
H04:    0.415
H05:    0.37 
H06:    0.368
H07:    0.341
H08:    0.321
H09:    0.549
H10:    0.336
H11:    0.337
H12:    0.146

