Testname: FB_OD600scan_96well
Date: 12/10/2025  Time: 12:39:54 PM
ID1: P0000000008  ID2: d12a6641-4d0c-48bd-aeac-668fa5facce1  ID3: 
No. of Channels / Multichromatics: 1
No. of Intervals: 1
Configuration: Absorbance
Used wavelengths, gain values and path length correction factor:
  1: 600nm                                          0/0     1.7006
  2: -                                              
  3: -                                              
  4: -                                              
  5: -                                              
Focal height [mm]: -
header_end

Chromatic: 1
Interval: 1
Time [s]: 0
A01:    0.153
A02:    0.536
A03:    0.336
A04:    0.481
A05:    0.34 
A06:    0.359
A07:    0.556
A08:    0.269
A09:    0.241
A10:    0.553
A11:    0.457
A12:    0.288
B01:    0.608
B02:    0.586
B03:    0.48 
B04:    0.541
B05:    0.543
B06:    0.224
B07:    0.229
B08:    0.207
B09:    0.449
B10:    0.566
B11:    0.961
B12:    0.183
C01:    0.261
C02:    0.591
C03:    0.444
C04:    0.365
C05:    0.249
C06:    0.377
C07:    0.559
C08:    0.438
C09:    0.277
C10:    0.569
C11:    0.393
C12:    0.505
D01:    0.303
D02:    0.381
D03:    0.577
D04:    0.542
D05:    0.308
D06:    0.242
D07:    0.246
D08:    0.308
D09:    0.456
D10:    0.568
D11:    0.344
D12:    0.308
E01:    0.161
E02:    0.594
E03:    0.527
E04:    0.36 
E05:    0.513
E06:    0.45 
E07:    0.496
E08:    0.465
E09:    0.47 
E10:    0.439
E11:    0.159
E12:    0.392
F01:    0.28 
F02:    0.391
F03:    0.441
F04:    0.51 
F05:    0.444
F06:    0.429
F07:    0.504
F08:    0.401
F09:    0.488
F10:    0.382
F11:    0.323
F12:    0.446
G01:    0.361
G02:    0.694
G03:    0.526
G04:    0.456
G05:    0.262
G06:    0.972
G07:    0.251
G08:    0.647
G09:    0.269
G10:    0.461
G11:    0.429
G12:    0.399
H01:    0.536
H02:    0.674
H03:    0.295
H04:    0.402
H05:    0.568
H06:    0.14 
H07:    0.298
H08:    0.313
H09:    0.362
H10:    0.461
H11:    0.499
H12:    0.462

