Testname: FB_OD600scan_96well
Date: 12/10/2025  Time: 3:38:30 AM
ID1: P0000000003  ID2: d12a6641-4d0c-48bd-aeac-668fa5facce1  ID3: 
No. of Channels / Multichromatics: 1
No. of Intervals: 1
Configuration: Absorbance
Used wavelengths, gain values and path length correction factor:
  1: 600nm                                          0/0     1.7006
  2: -                                              
  3: -                                              
  4: -                                              
  5: -                                              
Focal height [mm]: -
header_end

Chromatic: 1
Interval: 1
Time [s]: 0
A01:    0.37 
A02:    0.413
A03:    0.332
A04:    0.248
A05:    0.285
A06:    0.41 
A07:    0.364
A08:    0.488
A09:    0.216
A10:    0.283
A11:    0.382
A12:    0.178
B01:    0.411
B02:    0.392
B03:    0.338
B04:    0.332
B05:    0.434
B06:    0.431
B07:    0.259
B08:    0.351
B09:    0.25 
B10:    0.218
B11:    0.408
B12:    0.469
C01:    0.367
C02:    0.426
C03:    0.313
C04:    0.285
C05:    0.3  
C06:    0.149
C07:    0.166
C08:    0.303
C09:    0.136
C10:    0.237
C11:    0.313
C12:    0.348
D01:    0.301
D02:    0.195
D03:    0.449
D04:    0.28 
D05:    0.149
D06:    0.443
D07:    0.388
D08:    0.398
D09:    0.408
D10:    0.15 
D11:    0.204
D12:    0.236
E01:    0.222
E02:    0.221
E03:    0.511
E04:    0.463
E05:    0.411
E06:    0.405
E07:    0.491
E08:    0.237
E09:    0.299
E10:    0.139
E11:    0.386
E12:    0.14 
F01:    0.126
F02:    0.232
F03:    0.205
F04:    0.359
F05:    0.433
F06:    0.213
F07:    0.28 
F08:    0.228
F09:    0.402
F10:    0.294
F11:    0.361
F12:    0.135
G01:    0.309
G02:    0.123
G03:    0.128
G04:    0.136
G05:    0.24 
G06:    0.133
G07:    0.452
G08:    0.286
G09:    0.427
G10:    0.264
G11:    0.138
G12:    0.144
H01:    0.317
H02:    0.305
H03:    0.39 
H04:    0.135
H05:    0.349
H06:    0.141
H07:    0.278
H08:    0.301
H09:    0.155
H10:    0.36 
H11:    0.134
H12:    0.484

