Testname: FB_OD600scan_96well
Date: 12/9/2025  Time: 12:53:44 AM
ID1: P0000000014  ID2: d12a6641-4d0c-48bd-aeac-668fa5facce1  ID3: 
No. of Channels / Multichromatics: 1
No. of Intervals: 1
Configuration: Absorbance
Used wavelengths, gain values and path length correction factor:
  1: 600nm                                          0/0     1.7006
  2: -                                              
  3: -                                              
  4: -                                              
  5: -                                              
Focal height [mm]: -
header_end

Chromatic: 1
Interval: 1
Time [s]: 0
A01:    0.146
A02:    0.197
A03:    0.194
A04:    0.165
A05:    0.235
A06:    0.167
A07:    0.236
A08:    0.149
A09:    0.224
A10:    0.166
A11:    0.215
A12:    0.154
B01:    0.097
B02:    0.145
B03:    0.141
B04:    0.264
B05:    0.152
B06:    0.167
B07:    0.125
B08:    0.245
B09:    0.191
B10:    0.193
B11:    0.27 
B12:    0.157
C01:    0.159
C02:    0.127
C03:    0.114
C04:    0.245
C05:    0.164
C06:    0.318
C07:    0.164
C08:    0.282
C09:    0.271
C10:    0.16 
C11:    0.179
C12:    0.388
D01:    0.328
D02:    0.129
D03:    0.331
D04:    0.151
D05:    0.152
D06:    0.221
D07:    0.206
D08:    0.141
D09:    0.232
D10:    0.208
D11:    0.12 
D12:    0.519
E01:    0.156
E02:    0.218
E03:    0.228
E04:    0.29 
E05:    0.169
E06:    0.241
E07:    0.143
E08:    0.165
E09:    0.283
E10:    0.237
E11:    0.324
E12:    0.233
F01:    0.106
F02:    0.204
F03:    0.225
F04:    0.151
F05:    0.201
F06:    0.142
F07:    0.142
F08:    0.15 
F09:    0.151
F10:    0.162
F11:    0.143
F12:    0.147
G01:    0.104
G02:    0.229
G03:    0.131
G04:    0.153
G05:    0.158
G06:    0.203
G07:    0.301
G08:    0.141
G09:    0.171
G10:    0.187
G11:    0.245
G12:    0.441
H01:    0.098
H02:    0.143
H03:    0.119
H04:    0.268
H05:    0.219
H06:    0.147
H07:    0.148
H08:    0.139
H09:    0.171
H10:    0.152
H11:    0.148
H12:    0.136

