Testname: FB_OD600scan_96well
Date: 12/9/2025  Time: 7:58:22 AM
ID1: P0000000021  ID2: d12a6641-4d0c-48bd-aeac-668fa5facce1  ID3: 
No. of Channels / Multichromatics: 1
No. of Intervals: 1
Configuration: Absorbance
Used wavelengths, gain values and path length correction factor:
  1: 600nm                                          0/0     1.7006
  2: -                                              
  3: -                                              
  4: -                                              
  5: -                                              
Focal height [mm]: -
header_end

Chromatic: 1
Interval: 1
Time [s]: 0
A01:    0.165
A02:    0.27 
A03:    0.276
A04:    0.212
A05:    0.413
A06:    0.266
A07:    0.59 
A08:    0.201
A09:    0.248
A10:    0.273
A11:    0.65 
A12:    0.151
B01:    0.282
B02:    0.656
B03:    0.513
B04:    0.285
B05:    0.367
B06:    0.357
B07:    0.165
B08:    0.151
B09:    0.211
B10:    0.643
B11:    0.798
B12:    0.158
C01:    0.247
C02:    0.501
C03:    0.466
C04:    0.318
C05:    0.15 
C06:    0.427
C07:    0.739
C08:    0.505
C09:    0.359
C10:    0.919
C11:    0.276
C12:    0.53 
D01:    0.18 
D02:    0.208
D03:    0.385
D04:    0.332
D05:    0.283
D06:    0.249
D07:    0.248
D08:    0.361
D09:    0.285
D10:    0.207
D11:    0.265
D12:    0.152
E01:    0.164
E02:    0.714
E03:    0.631
E04:    0.182
E05:    0.439
E06:    0.31 
E07:    0.281
E08:    0.363
E09:    0.56 
E10:    0.536
E11:    0.173
E12:    0.276
F01:    0.143
F02:    0.366
F03:    0.399
F04:    0.323
F05:    0.25 
F06:    0.322
F07:    0.357
F08:    0.162
F09:    0.714
F10:    0.225
F11:    0.397
F12:    0.306
G01:    0.385
G02:    0.522
G03:    0.777
G04:    0.487
G05:    0.137
G06:    0.28 
G07:    0.189
G08:    0.161
G09:    0.167
G10:    0.319
G11:    0.129
G12:    0.253
H01:    0.344
H02:    0.561
H03:    0.282
H04:    0.459
H05:    0.288
H06:    0.149
H07:    0.181
H08:    0.2  
H09:    0.114
H10:    0.127
H11:    0.45 
H12:    0.433

