Testname: FB_OD600scan_96well
Date: 12/10/2025  Time: 7:08:10 PM
ID1: P0000000028  ID2: d12a6641-4d0c-48bd-aeac-668fa5facce1  ID3: 
No. of Channels / Multichromatics: 1
No. of Intervals: 1
Configuration: Absorbance
Used wavelengths, gain values and path length correction factor:
  1: 600nm                                          0/0     1.7006
  2: -                                              
  3: -                                              
  4: -                                              
  5: -                                              
Focal height [mm]: -
header_end

Chromatic: 1
Interval: 1
Time [s]: 0
A01:    0.315
A02:    0.507
A03:    0.429
A04:    0.313
A05:    0.489
A06:    0.529
A07:    0.494
A08:    0.405
A09:    0.467
A10:    0.214
A11:    0.248
A12:    0.182
B01:    0.238
B02:    0.481
B03:    0.539
B04:    0.464
B05:    0.508
B06:    0.358
B07:    0.266
B08:    0.467
B09:    0.497
B10:    0.47 
B11:    0.5  
B12:    0.229
C01:    0.48 
C02:    0.164
C03:    0.366
C04:    0.397
C05:    0.191
C06:    0.561
C07:    0.189
C08:    0.319
C09:    0.372
C10:    0.508
C11:    0.239
C12:    0.478
D01:    0.499
D02:    0.14 
D03:    0.318
D04:    0.384
D05:    0.442
D06:    0.523
D07:    0.5  
D08:    0.155
D09:    0.458
D10:    0.474
D11:    0.277
D12:    0.55 
E01:    0.392
E02:    0.446
E03:    0.442
E04:    0.388
E05:    0.449
E06:    0.478
E07:    0.423
E08:    0.374
E09:    0.461
E10:    0.442
E11:    0.486
E12:    0.542
F01:    0.308
F02:    0.424
F03:    0.431
F04:    0.427
F05:    0.486
F06:    0.494
F07:    0.308
F08:    0.35 
F09:    0.427
F10:    0.375
F11:    0.651
F12:    0.426
G01:    0.486
G02:    0.433
G03:    0.196
G04:    0.444
G05:    0.328
G06:    0.436
G07:    0.725
G08:    0.162
G09:    0.491
G10:    0.573
G11:    0.463
G12:    0.535
H01:    0.155
H02:    0.359
H03:    0.075
H04:    0.421
H05:    0.368
H06:    0.366
H07:    0.321
H08:    0.316
H09:    0.542
H10:    0.419
H11:    0.178
H12:    0.11 

