Testname: FB_OD600scan_96well
Date: 12/10/2025  Time: 12:22:05 PM
ID1: P0000000015  ID2: d12a6641-4d0c-48bd-aeac-668fa5facce1  ID3: 
No. of Channels / Multichromatics: 1
No. of Intervals: 1
Configuration: Absorbance
Used wavelengths, gain values and path length correction factor:
  1: 600nm                                          0/0     1.7006
  2: -                                              
  3: -                                              
  4: -                                              
  5: -                                              
Focal height [mm]: -
header_end

Chromatic: 1
Interval: 1
Time [s]: 0
A01:    0.324
A02:    0.517
A03:    0.437
A04:    0.315
A05:    0.491
A06:    0.541
A07:    0.5  
A08:    0.403
A09:    0.467
A10:    0.246
A11:    0.297
A12:    0.179
B01:    0.248
B02:    0.474
B03:    0.536
B04:    0.478
B05:    0.512
B06:    0.37 
B07:    0.226
B08:    0.479
B09:    0.5  
B10:    0.465
B11:    0.523
B12:    0.307
C01:    0.483
C02:    0.244
C03:    0.295
C04:    0.397
C05:    0.188
C06:    0.59 
C07:    0.183
C08:    0.318
C09:    0.353
C10:    0.508
C11:    0.25 
C12:    0.472
D01:    0.509
D02:    0.164
D03:    0.354
D04:    0.414
D05:    0.437
D06:    0.524
D07:    0.495
D08:    0.157
D09:    0.503
D10:    0.489
D11:    0.217
D12:    0.565
E01:    0.405
E02:    0.456
E03:    0.44 
E04:    0.384
E05:    0.411
E06:    0.472
E07:    0.42 
E08:    0.373
E09:    0.465
E10:    0.45 
E11:    0.486
E12:    0.547
F01:    0.356
F02:    0.432
F03:    0.454
F04:    0.426
F05:    0.483
F06:    0.488
F07:    0.301
F08:    0.357
F09:    0.419
F10:    0.361
F11:    0.663
F12:    0.426
G01:    0.463
G02:    0.444
G03:    0.265
G04:    0.503
G05:    0.324
G06:    0.443
G07:    0.738
G08:    0.157
G09:    0.429
G10:    0.602
G11:    0.481
G12:    0.493
H01:    0.237
H02:    0.337
H03:    0.277
H04:    0.423
H05:    0.319
H06:    0.339
H07:    0.299
H08:    0.211
H09:    0.501
H10:    0.309
H11:    0.137
H12:    0.139

