Testname: FB_OD600scan_96well
Date: 12/9/2025  Time: 2:06:04 PM
ID1: P0000000022  ID2: d12a6641-4d0c-48bd-aeac-668fa5facce1  ID3: 
No. of Channels / Multichromatics: 1
No. of Intervals: 1
Configuration: Absorbance
Used wavelengths, gain values and path length correction factor:
  1: 600nm                                          0/0     1.7006
  2: -                                              
  3: -                                              
  4: -                                              
  5: -                                              
Focal height [mm]: -
header_end

Chromatic: 1
Interval: 1
Time [s]: 0
A01:    0.115
A02:    0.48 
A03:    0.283
A04:    0.297
A05:    0.436
A06:    0.336
A07:    0.591
A08:    0.243
A09:    0.26 
A10:    0.264
A11:    0.603
A12:    0.186
B01:    0.246
B02:    0.685
B03:    0.515
B04:    0.48 
B05:    0.645
B06:    0.456
B07:    0.151
B08:    0.296
B09:    0.238
B10:    0.684
B11:    0.877
B12:    0.16 
C01:    0.254
C02:    0.557
C03:    0.488
C04:    0.38 
C05:    0.151
C06:    0.405
C07:    0.642
C08:    0.514
C09:    0.364
C10:    0.857
C11:    0.662
C12:    0.515
D01:    0.439
D02:    0.199
D03:    0.756
D04:    0.389
D05:    0.332
D06:    0.259
D07:    0.29 
D08:    0.317
D09:    0.33 
D10:    0.302
D11:    0.314
D12:    0.175
E01:    0.141
E02:    0.652
E03:    0.577
E04:    0.153
E05:    0.449
E06:    0.383
E07:    0.5  
E08:    0.522
E09:    0.531
E10:    0.472
E11:    0.184
E12:    0.338
F01:    0.099
F02:    0.379
F03:    0.818
F04:    0.441
F05:    0.377
F06:    0.388
F07:    0.576
F08:    0.227
F09:    0.572
F10:    0.349
F11:    0.376
F12:    0.437
G01:    0.404
G02:    0.539
G03:    0.598
G04:    0.472
G05:    0.151
G06:    0.6  
G07:    0.218
G08:    0.145
G09:    0.253
G10:    0.462
G11:    0.245
G12:    0.47 
H01:    0.463
H02:    0.576
H03:    0.274
H04:    0.427
H05:    0.305
H06:    0.141
H07:    0.157
H08:    0.339
H09:    0.238
H10:    0.282
H11:    0.493
H12:    0.535

