Testname: FB_OD600scan_96well
Date: 12/10/2025  Time: 2:12:02 AM
ID1: P0000000027  ID2: d12a6641-4d0c-48bd-aeac-668fa5facce1  ID3: 
No. of Channels / Multichromatics: 1
No. of Intervals: 1
Configuration: Absorbance
Used wavelengths, gain values and path length correction factor:
  1: 600nm                                          0/0     1.7006
  2: -                                              
  3: -                                              
  4: -                                              
  5: -                                              
Focal height [mm]: -
header_end

Chromatic: 1
Interval: 1
Time [s]: 0
A01:    0.265
A02:    0.469
A03:    0.444
A04:    0.31 
A05:    0.489
A06:    0.526
A07:    0.483
A08:    0.421
A09:    0.407
A10:    0.238
A11:    0.295
A12:    0.191
B01:    0.159
B02:    0.472
B03:    0.526
B04:    0.478
B05:    0.494
B06:    0.461
B07:    0.184
B08:    0.499
B09:    0.486
B10:    0.449
B11:    0.509
B12:    0.206
C01:    0.398
C02:    0.244
C03:    0.277
C04:    0.374
C05:    0.169
C06:    0.595
C07:    0.18 
C08:    0.332
C09:    0.354
C10:    0.507
C11:    0.237
C12:    0.499
D01:    0.523
D02:    0.155
D03:    0.44 
D04:    0.501
D05:    0.417
D06:    0.497
D07:    0.471
D08:    0.148
D09:    0.514
D10:    0.485
D11:    0.22 
D12:    0.51 
E01:    0.404
E02:    0.479
E03:    0.441
E04:    0.38 
E05:    0.388
E06:    0.467
E07:    0.319
E08:    0.415
E09:    0.451
E10:    0.431
E11:    0.456
E12:    0.522
F01:    0.321
F02:    0.467
F03:    0.413
F04:    0.505
F05:    0.466
F06:    0.51 
F07:    0.313
F08:    0.365
F09:    0.406
F10:    0.35 
F11:    0.546
F12:    0.41 
G01:    0.458
G02:    0.427
G03:    0.222
G04:    0.507
G05:    0.349
G06:    0.419
G07:    0.677
G08:    0.148
G09:    0.457
G10:    0.604
G11:    0.468
G12:    0.51 
H01:    0.227
H02:    0.311
H03:    0.265
H04:    0.382
H05:    0.235
H06:    0.292
H07:    0.277
H08:    0.312
H09:    0.52 
H10:    0.333
H11:    0.32 
H12:    0.152

