Testname: FB_OD600scan_96well
Date: 12/10/2025  Time: 6:40:56 AM
ID1: P0000000004  ID2: d12a6641-4d0c-48bd-aeac-668fa5facce1  ID3: 
No. of Channels / Multichromatics: 1
No. of Intervals: 1
Configuration: Absorbance
Used wavelengths, gain values and path length correction factor:
  1: 600nm                                          0/0     1.7006
  2: -                                              
  3: -                                              
  4: -                                              
  5: -                                              
Focal height [mm]: -
header_end

Chromatic: 1
Interval: 1
Time [s]: 0
A01:    0.309
A02:    0.35 
A03:    0.347
A04:    0.339
A05:    0.269
A06:    0.405
A07:    0.358
A08:    0.452
A09:    0.242
A10:    0.277
A11:    0.386
A12:    0.197
B01:    0.377
B02:    0.39 
B03:    0.267
B04:    0.334
B05:    0.382
B06:    0.391
B07:    0.266
B08:    0.356
B09:    0.215
B10:    0.209
B11:    0.426
B12:    0.486
C01:    0.354
C02:    0.388
C03:    0.334
C04:    0.297
C05:    0.298
C06:    0.182
C07:    0.193
C08:    0.346
C09:    0.183
C10:    0.239
C11:    0.307
C12:    0.366
D01:    0.258
D02:    0.197
D03:    0.462
D04:    0.302
D05:    0.155
D06:    0.418
D07:    0.375
D08:    0.371
D09:    0.417
D10:    0.15 
D11:    0.195
D12:    0.244
E01:    0.208
E02:    0.21 
E03:    0.475
E04:    0.456
E05:    0.401
E06:    0.403
E07:    0.415
E08:    0.226
E09:    0.187
E10:    0.138
E11:    0.393
E12:    0.132
F01:    0.147
F02:    0.231
F03:    0.282
F04:    0.361
F05:    0.407
F06:    0.206
F07:    0.268
F08:    0.256
F09:    0.419
F10:    0.285
F11:    0.358
F12:    0.142
G01:    0.302
G02:    0.138
G03:    0.142
G04:    0.138
G05:    0.234
G06:    0.139
G07:    0.391
G08:    0.282
G09:    0.426
G10:    0.277
G11:    0.15 
G12:    0.12 
H01:    0.295
H02:    0.292
H03:    0.361
H04:    0.143
H05:    0.308
H06:    0.146
H07:    0.297
H08:    0.331
H09:    0.163
H10:    0.349
H11:    0.117
H12:    0.483

