Testname: FB_OD600scan_96well
Date: 12/10/2025  Time: 7:14:11 PM
ID1: P0000000026  ID2: d12a6641-4d0c-48bd-aeac-668fa5facce1  ID3: 
No. of Channels / Multichromatics: 1
No. of Intervals: 1
Configuration: Absorbance
Used wavelengths, gain values and path length correction factor:
  1: 600nm                                          0/0     1.7006
  2: -                                              
  3: -                                              
  4: -                                              
  5: -                                              
Focal height [mm]: -
header_end

Chromatic: 1
Interval: 1
Time [s]: 0
A01:    0.334
A02:    0.494
A03:    0.424
A04:    0.371
A05:    0.468
A06:    0.526
A07:    0.498
A08:    0.403
A09:    0.448
A10:    0.196
A11:    0.32 
A12:    0.256
B01:    0.243
B02:    0.48 
B03:    0.542
B04:    0.447
B05:    0.462
B06:    0.366
B07:    0.199
B08:    0.438
B09:    0.463
B10:    0.451
B11:    0.454
B12:    0.234
C01:    0.467
C02:    0.234
C03:    0.29 
C04:    0.402
C05:    0.217
C06:    0.525
C07:    0.186
C08:    0.301
C09:    0.335
C10:    0.497
C11:    0.269
C12:    0.478
D01:    0.478
D02:    0.165
D03:    0.325
D04:    0.422
D05:    0.457
D06:    0.482
D07:    0.464
D08:    0.155
D09:    0.42 
D10:    0.457
D11:    0.235
D12:    0.556
E01:    0.385
E02:    0.447
E03:    0.448
E04:    0.398
E05:    0.39 
E06:    0.451
E07:    0.427
E08:    0.369
E09:    0.456
E10:    0.453
E11:    0.478
E12:    0.511
F01:    0.391
F02:    0.398
F03:    0.414
F04:    0.483
F05:    0.463
F06:    0.507
F07:    0.289
F08:    0.37 
F09:    0.397
F10:    0.372
F11:    0.503
F12:    0.402
G01:    0.467
G02:    0.423
G03:    0.238
G04:    0.472
G05:    0.33 
G06:    0.43 
G07:    0.678
G08:    0.154
G09:    0.475
G10:    0.619
G11:    0.46 
G12:    0.488
H01:    0.246
H02:    0.333
H03:    0.268
H04:    0.43 
H05:    0.369
H06:    0.367
H07:    0.306
H08:    0.347
H09:    0.481
H10:    0.325
H11:    0.301
H12:    0.292

