Testname: FB_OD600scan_96well
Date: 12/10/2025  Time: 1:16:14 PM
ID1: P0000000022  ID2: d12a6641-4d0c-48bd-aeac-668fa5facce1  ID3: 
No. of Channels / Multichromatics: 1
No. of Intervals: 1
Configuration: Absorbance
Used wavelengths, gain values and path length correction factor:
  1: 600nm                                          0/0     1.7006
  2: -                                              
  3: -                                              
  4: -                                              
  5: -                                              
Focal height [mm]: -
header_end

Chromatic: 1
Interval: 1
Time [s]: 0
A01:    0.114
A02:    0.565
A03:    0.333
A04:    0.493
A05:    0.355
A06:    0.373
A07:    0.551
A08:    0.273
A09:    0.227
A10:    0.513
A11:    0.448
A12:    0.202
B01:    0.551
B02:    0.567
B03:    0.481
B04:    0.54 
B05:    0.538
B06:    0.258
B07:    0.18 
B08:    0.216
B09:    0.495
B10:    0.603
B11:    0.853
B12:    0.184
C01:    0.259
C02:    0.571
C03:    0.448
C04:    0.369
C05:    0.258
C06:    0.35 
C07:    0.57 
C08:    0.446
C09:    0.27 
C10:    0.573
C11:    0.767
C12:    0.452
D01:    0.381
D02:    0.353
D03:    0.568
D04:    0.539
D05:    0.316
D06:    0.254
D07:    0.258
D08:    0.295
D09:    0.473
D10:    0.585
D11:    0.364
D12:    0.301
E01:    0.108
E02:    0.61 
E03:    0.531
E04:    0.339
E05:    0.49 
E06:    0.444
E07:    0.503
E08:    0.464
E09:    0.494
E10:    0.437
E11:    0.174
E12:    0.378
F01:    0.11 
F02:    0.395
F03:    0.453
F04:    0.514
F05:    0.456
F06:    0.427
F07:    0.513
F08:    0.426
F09:    0.495
F10:    0.463
F11:    0.334
F12:    0.45 
G01:    0.37 
G02:    0.693
G03:    0.517
G04:    0.457
G05:    0.246
G06:    0.701
G07:    0.28 
G08:    0.733
G09:    0.264
G10:    0.509
G11:    0.403
G12:    0.386
H01:    0.527
H02:    0.685
H03:    0.327
H04:    0.423
H05:    0.573
H06:    0.268
H07:    0.33 
H08:    0.31 
H09:    0.356
H10:    0.453
H11:    0.504
H12:    0.586

