Testname: FB_OD600scan_96well
Date: 12/10/2025  Time: 10:04:12 PM
ID1: P0000000005  ID2: d12a6641-4d0c-48bd-aeac-668fa5facce1  ID3: 
No. of Channels / Multichromatics: 1
No. of Intervals: 1
Configuration: Absorbance
Used wavelengths, gain values and path length correction factor:
  1: 600nm                                          0/0     1.7006
  2: -                                              
  3: -                                              
  4: -                                              
  5: -                                              
Focal height [mm]: -
header_end

Chromatic: 1
Interval: 1
Time [s]: 0
A01:    0.31 
A02:    0.323
A03:    0.335
A04:    0.357
A05:    0.272
A06:    0.379
A07:    0.344
A08:    0.452
A09:    0.211
A10:    0.259
A11:    0.396
A12:    0.414
B01:    0.319
B02:    0.34 
B03:    0.233
B04:    0.317
B05:    0.332
B06:    0.326
B07:    0.249
B08:    0.327
B09:    0.179
B10:    0.167
B11:    0.393
B12:    0.445
C01:    0.308
C02:    0.361
C03:    0.332
C04:    0.246
C05:    0.292
C06:    0.158
C07:    0.19 
C08:    0.318
C09:    0.164
C10:    0.17 
C11:    0.351
C12:    0.369
D01:    0.265
D02:    0.364
D03:    0.423
D04:    0.312
D05:    0.161
D06:    0.33 
D07:    0.378
D08:    0.327
D09:    0.421
D10:    0.161
D11:    0.276
D12:    0.336
E01:    0.212
E02:    0.197
E03:    0.416
E04:    0.403
E05:    0.391
E06:    0.391
E07:    0.413
E08:    0.242
E09:    0.227
E10:    0.154
E11:    0.332
E12:    0.191
F01:    0.147
F02:    0.208
F03:    0.334
F04:    0.334
F05:    0.322
F06:    0.196
F07:    0.26 
F08:    0.261
F09:    0.367
F10:    0.261
F11:    0.314
F12:    0.151
G01:    0.339
G02:    0.15 
G03:    0.253
G04:    0.149
G05:    0.197
G06:    0.149
G07:    0.39 
G08:    0.292
G09:    0.396
G10:    0.251
G11:    0.15 
G12:    0.162
H01:    0.319
H02:    0.327
H03:    0.392
H04:    0.144
H05:    0.326
H06:    0.143
H07:    0.366
H08:    0.345
H09:    0.305
H10:    0.405
H11:    0.158
H12:    0.483

