Testname: FB_OD600scan_96well
Date: 12/9/2025  Time: 5:11:10 PM
ID1: P0000000022  ID2: d12a6641-4d0c-48bd-aeac-668fa5facce1  ID3: 
No. of Channels / Multichromatics: 1
No. of Intervals: 1
Configuration: Absorbance
Used wavelengths, gain values and path length correction factor:
  1: 600nm                                          0/0     1.7006
  2: -                                              
  3: -                                              
  4: -                                              
  5: -                                              
Focal height [mm]: -
header_end

Chromatic: 1
Interval: 1
Time [s]: 0
A01:    0.115
A02:    0.435
A03:    0.285
A04:    0.332
A05:    0.414
A06:    0.386
A07:    0.588
A08:    0.244
A09:    0.263
A10:    0.293
A11:    0.567
A12:    0.131
B01:    0.385
B02:    0.597
B03:    0.5  
B04:    0.611
B05:    0.626
B06:    0.404
B07:    0.151
B08:    0.237
B09:    0.334
B10:    0.653
B11:    0.855
B12:    0.171
C01:    0.233
C02:    0.579
C03:    0.495
C04:    0.371
C05:    0.161
C06:    0.402
C07:    0.633
C08:    0.509
C09:    0.318
C10:    0.676
C11:    0.748
C12:    0.529
D01:    0.641
D02:    0.219
D03:    0.692
D04:    0.524
D05:    0.333
D06:    0.28 
D07:    0.279
D08:    0.291
D09:    0.343
D10:    0.69 
D11:    0.366
D12:    0.185
E01:    0.109
E02:    0.655
E03:    0.582
E04:    0.185
E05:    0.457
E06:    0.473
E07:    0.619
E08:    0.505
E09:    0.531
E10:    0.466
E11:    0.175
E12:    0.338
F01:    0.172
F02:    0.406
F03:    0.718
F04:    0.561
F05:    0.456
F06:    0.435
F07:    0.558
F08:    0.314
F09:    0.55 
F10:    0.378
F11:    0.363
F12:    0.437
G01:    0.415
G02:    0.549
G03:    0.583
G04:    0.477
G05:    0.153
G06:    0.61 
G07:    0.262
G08:    0.247
G09:    0.263
G10:    0.364
G11:    0.287
G12:    0.427
H01:    0.61 
H02:    0.621
H03:    0.25 
H04:    0.425
H05:    0.475
H06:    0.141
H07:    0.15 
H08:    0.379
H09:    0.309
H10:    0.368
H11:    0.497
H12:    0.594

