Testname: FB_OD600scan_96well
Date: 12/11/2025  Time: 12:45:36 AM
ID1: P0000000014  ID2: d12a6641-4d0c-48bd-aeac-668fa5facce1  ID3: 
No. of Channels / Multichromatics: 1
No. of Intervals: 1
Configuration: Absorbance
Used wavelengths, gain values and path length correction factor:
  1: 600nm                                          0/0     1.7006
  2: -                                              
  3: -                                              
  4: -                                              
  5: -                                              
Focal height [mm]: -
header_end

Chromatic: 1
Interval: 1
Time [s]: 0
A01:    0.278
A02:    0.504
A03:    0.424
A04:    0.304
A05:    0.468
A06:    0.518
A07:    0.487
A08:    0.403
A09:    0.437
A10:    0.214
A11:    0.264
A12:    0.197
B01:    0.152
B02:    0.477
B03:    0.531
B04:    0.479
B05:    0.494
B06:    0.366
B07:    0.231
B08:    0.478
B09:    0.458
B10:    0.442
B11:    0.495
B12:    0.351
C01:    0.451
C02:    0.235
C03:    0.318
C04:    0.378
C05:    0.224
C06:    0.555
C07:    0.188
C08:    0.3  
C09:    0.336
C10:    0.456
C11:    0.256
C12:    0.519
D01:    0.519
D02:    0.154
D03:    0.218
D04:    0.413
D05:    0.433
D06:    0.509
D07:    0.49 
D08:    0.156
D09:    0.391
D10:    0.451
D11:    0.27 
D12:    0.554
E01:    0.346
E02:    0.434
E03:    0.429
E04:    0.384
E05:    0.427
E06:    0.455
E07:    0.414
E08:    0.356
E09:    0.461
E10:    0.451
E11:    0.486
E12:    0.525
F01:    0.3  
F02:    0.414
F03:    0.411
F04:    0.427
F05:    0.449
F06:    0.489
F07:    0.281
F08:    0.342
F09:    0.389
F10:    0.362
F11:    0.628
F12:    0.372
G01:    0.486
G02:    0.419
G03:    0.26 
G04:    0.456
G05:    0.308
G06:    0.416
G07:    0.738
G08:    0.138
G09:    0.465
G10:    0.578
G11:    0.449
G12:    0.53 
H01:    0.257
H02:    0.338
H03:    0.295
H04:    0.422
H05:    0.356
H06:    0.377
H07:    0.377
H08:    0.342
H09:    0.521
H10:    0.339
H11:    0.367
H12:    0.151

