Testname: FB_OD600scan_96well
Date: 12/9/2025  Time: 8:36:46 AM
ID1: P0000000014  ID2: d12a6641-4d0c-48bd-aeac-668fa5facce1  ID3: 
No. of Channels / Multichromatics: 1
No. of Intervals: 1
Configuration: Absorbance
Used wavelengths, gain values and path length correction factor:
  1: 600nm                                          0/0     1.7006
  2: -                                              
  3: -                                              
  4: -                                              
  5: -                                              
Focal height [mm]: -
header_end

Chromatic: 1
Interval: 1
Time [s]: 0
A01:    0.206
A02:    0.283
A03:    0.307
A04:    0.26 
A05:    0.622
A06:    0.276
A07:    0.355
A08:    0.29 
A09:    0.321
A10:    0.22 
A11:    0.176
A12:    0.185
B01:    0.109
B02:    0.3  
B03:    0.439
B04:    0.489
B05:    0.451
B06:    0.2  
B07:    0.157
B08:    0.49 
B09:    0.528
B10:    0.355
B11:    0.429
B12:    0.139
C01:    0.412
C02:    0.143
C03:    0.213
C04:    0.257
C05:    0.164
C06:    0.697
C07:    0.178
C08:    0.378
C09:    0.447
C10:    0.22 
C11:    0.158
C12:    0.474
D01:    0.562
D02:    0.142
D03:    0.717
D04:    0.195
D05:    0.199
D06:    0.485
D07:    0.428
D08:    0.142
D09:    0.669
D10:    0.345
D11:    0.153
D12:    0.623
E01:    0.265
E02:    0.488
E03:    0.275
E04:    0.423
E05:    0.321
E06:    0.561
E07:    0.243
E08:    0.33 
E09:    0.529
E10:    0.368
E11:    0.398
E12:    0.536
F01:    0.105
F02:    0.418
F03:    0.431
F04:    0.461
F05:    0.334
F06:    0.173
F07:    0.244
F08:    0.245
F09:    0.388
F10:    0.305
F11:    0.21 
F12:    0.195
G01:    0.191
G02:    0.275
G03:    0.134
G04:    0.279
G05:    0.207
G06:    0.317
G07:    0.536
G08:    0.155
G09:    0.302
G10:    0.533
G11:    0.514
G12:    0.517
H01:    0.097
H02:    0.267
H03:    0.165
H04:    0.398
H05:    0.25 
H06:    0.174
H07:    0.274
H08:    0.212
H09:    0.462
H10:    0.18 
H11:    0.177
H12:    0.15 

