Testname: FB_OD600scan_96well
Date: 12/9/2025  Time: 6:10:25 AM
ID1: P0000000026  ID2: d12a6641-4d0c-48bd-aeac-668fa5facce1  ID3: 
No. of Channels / Multichromatics: 1
No. of Intervals: 1
Configuration: Absorbance
Used wavelengths, gain values and path length correction factor:
  1: 600nm                                          0/0     1.7006
  2: -                                              
  3: -                                              
  4: -                                              
  5: -                                              
Focal height [mm]: -
header_end

Chromatic: 1
Interval: 1
Time [s]: 0
A01:    0.266
A02:    0.244
A03:    0.306
A04:    0.239
A05:    0.565
A06:    0.201
A07:    0.349
A08:    0.203
A09:    0.331
A10:    0.25 
A11:    0.202
A12:    0.195
B01:    0.158
B02:    0.311
B03:    0.347
B04:    0.488
B05:    0.419
B06:    0.156
B07:    0.162
B08:    0.463
B09:    0.548
B10:    0.38 
B11:    0.433
B12:    0.147
C01:    0.338
C02:    0.149
C03:    0.17 
C04:    0.269
C05:    0.148
C06:    0.563
C07:    0.167
C08:    0.4  
C09:    0.389
C10:    0.168
C11:    0.135
C12:    0.465
D01:    0.525
D02:    0.154
D03:    0.544
D04:    0.151
D05:    0.158
D06:    0.48 
D07:    0.377
D08:    0.165
D09:    0.678
D10:    0.35 
D11:    0.173
D12:    0.564
E01:    0.247
E02:    0.52 
E03:    0.281
E04:    0.448
E05:    0.278
E06:    0.337
E07:    0.247
E08:    0.264
E09:    0.56 
E10:    0.343
E11:    0.366
E12:    0.501
F01:    0.149
F02:    0.433
F03:    0.446
F04:    0.211
F05:    0.247
F06:    0.166
F07:    0.166
F08:    0.183
F09:    0.309
F10:    0.355
F11:    0.155
F12:    0.171
G01:    0.245
G02:    0.246
G03:    0.138
G04:    0.222
G05:    0.244
G06:    0.281
G07:    0.42 
G08:    0.144
G09:    0.223
G10:    0.337
G11:    0.427
G12:    0.563
H01:    0.131
H02:    0.252
H03:    0.146
H04:    0.443
H05:    0.286
H06:    0.168
H07:    0.163
H08:    0.143
H09:    0.305
H10:    0.161
H11:    0.156
H12:    0.153

