Testname: FB_OD600scan_96well
Date: 12/9/2025  Time: 1:38:44 PM
ID1: P0000000005  ID2: d12a6641-4d0c-48bd-aeac-668fa5facce1  ID3: 
No. of Channels / Multichromatics: 1
No. of Intervals: 1
Configuration: Absorbance
Used wavelengths, gain values and path length correction factor:
  1: 600nm                                          0/0     1.7006
  2: -                                              
  3: -                                              
  4: -                                              
  5: -                                              
Focal height [mm]: -
header_end

Chromatic: 1
Interval: 1
Time [s]: 0
A01:    0.202
A02:    0.359
A03:    0.41 
A04:    0.257
A05:    0.275
A06:    0.332
A07:    0.323
A08:    0.48 
A09:    0.226
A10:    0.31 
A11:    0.413
A12:    0.262
B01:    0.436
B02:    0.435
B03:    0.238
B04:    0.284
B05:    0.495
B06:    0.48 
B07:    0.243
B08:    0.321
B09:    0.197
B10:    0.237
B11:    0.452
B12:    0.43 
C01:    0.301
C02:    0.385
C03:    0.354
C04:    0.204
C05:    0.317
C06:    0.174
C07:    0.18 
C08:    0.312
C09:    0.142
C10:    0.156
C11:    0.379
C12:    0.286
D01:    0.299
D02:    0.21 
D03:    0.452
D04:    0.281
D05:    0.165
D06:    0.48 
D07:    0.371
D08:    0.436
D09:    0.454
D10:    0.165
D11:    0.212
D12:    0.31 
E01:    0.231
E02:    0.266
E03:    0.519
E04:    0.433
E05:    0.399
E06:    0.367
E07:    0.493
E08:    0.209
E09:    0.258
E10:    0.15 
E11:    0.398
E12:    0.147
F01:    0.137
F02:    0.218
F03:    0.142
F04:    0.38 
F05:    0.408
F06:    0.239
F07:    0.233
F08:    0.272
F09:    0.432
F10:    0.29 
F11:    0.38 
F12:    0.137
G01:    0.3  
G02:    0.131
G03:    0.148
G04:    0.14 
G05:    0.204
G06:    0.173
G07:    0.541
G08:    0.287
G09:    0.42 
G10:    0.3  
G11:    0.144
G12:    0.149
H01:    0.316
H02:    0.315
H03:    0.355
H04:    0.142
H05:    0.319
H06:    0.14 
H07:    0.243
H08:    0.295
H09:    0.149
H10:    0.343
H11:    0.154
H12:    0.473

