Testname: FB_OD600scan_96well
Date: 12/9/2025  Time: 4:07:49 AM
ID1: P0000000010  ID2: d12a6641-4d0c-48bd-aeac-668fa5facce1  ID3: 
No. of Channels / Multichromatics: 1
No. of Intervals: 1
Configuration: Absorbance
Used wavelengths, gain values and path length correction factor:
  1: 600nm                                          0/0     1.7006
  2: -                                              
  3: -                                              
  4: -                                              
  5: -                                              
Focal height [mm]: -
header_end

Chromatic: 1
Interval: 1
Time [s]: 0
A01:    0.148
A02:    0.206
A03:    0.204
A04:    0.205
A05:    0.395
A06:    0.207
A07:    0.391
A08:    0.241
A09:    0.223
A10:    0.215
A11:    0.461
A12:    0.148
B01:    0.219
B02:    0.366
B03:    0.473
B04:    0.199
B05:    0.258
B06:    0.291
B07:    0.183
B08:    0.173
B09:    0.167
B10:    0.293
B11:    0.805
B12:    0.134
C01:    0.211
C02:    0.286
C03:    0.463
C04:    0.206
C05:    0.15 
C06:    0.455
C07:    0.444
C08:    0.514
C09:    0.242
C10:    0.538
C11:    0.302
C12:    0.524
D01:    0.207
D02:    0.147
D03:    0.226
D04:    0.228
D05:    0.253
D06:    0.191
D07:    0.201
D08:    0.259
D09:    0.271
D10:    0.16 
D11:    0.229
D12:    0.173
E01:    0.127
E02:    0.258
E03:    0.567
E04:    0.148
E05:    0.451
E06:    0.263
E07:    0.24 
E08:    0.319
E09:    0.29 
E10:    0.513
E11:    0.194
E12:    0.295
F01:    0.125
F02:    0.31 
F03:    0.256
F04:    0.27 
F05:    0.203
F06:    0.309
F07:    0.324
F08:    0.172
F09:    0.442
F10:    0.19 
F11:    0.436
F12:    0.293
G01:    0.347
G02:    0.325
G03:    0.307
G04:    0.45 
G05:    0.151
G06:    0.419
G07:    0.226
G08:    0.156
G09:    0.152
G10:    0.298
G11:    0.156
G12:    0.259
H01:    0.178
H02:    0.426
H03:    0.252
H04:    0.448
H05:    0.203
H06:    0.155
H07:    0.158
H08:    0.276
H09:    0.176
H10:    0.164
H11:    0.522
H12:    0.267

