Testname: FB_OD600scan_96well
Date: 12/9/2025  Time: 10:33:22 AM
ID1: P0000000005  ID2: d12a6641-4d0c-48bd-aeac-668fa5facce1  ID3: 
No. of Channels / Multichromatics: 1
No. of Intervals: 1
Configuration: Absorbance
Used wavelengths, gain values and path length correction factor:
  1: 600nm                                          0/0     1.7006
  2: -                                              
  3: -                                              
  4: -                                              
  5: -                                              
Focal height [mm]: -
header_end

Chromatic: 1
Interval: 1
Time [s]: 0
A01:    0.14 
A02:    0.343
A03:    0.425
A04:    0.243
A05:    0.259
A06:    0.336
A07:    0.302
A08:    0.47 
A09:    0.272
A10:    0.329
A11:    0.406
A12:    0.302
B01:    0.424
B02:    0.436
B03:    0.23 
B04:    0.268
B05:    0.45 
B06:    0.465
B07:    0.259
B08:    0.298
B09:    0.307
B10:    0.202
B11:    0.451
B12:    0.427
C01:    0.254
C02:    0.346
C03:    0.353
C04:    0.2  
C05:    0.304
C06:    0.162
C07:    0.188
C08:    0.312
C09:    0.143
C10:    0.163
C11:    0.36 
C12:    0.243
D01:    0.278
D02:    0.246
D03:    0.45 
D04:    0.288
D05:    0.156
D06:    0.468
D07:    0.338
D08:    0.338
D09:    0.456
D10:    0.153
D11:    0.186
D12:    0.294
E01:    0.194
E02:    0.22 
E03:    0.502
E04:    0.455
E05:    0.397
E06:    0.382
E07:    0.496
E08:    0.202
E09:    0.242
E10:    0.144
E11:    0.387
E12:    0.148
F01:    0.138
F02:    0.16 
F03:    0.147
F04:    0.401
F05:    0.271
F06:    0.24 
F07:    0.322
F08:    0.267
F09:    0.449
F10:    0.269
F11:    0.385
F12:    0.137
G01:    0.287
G02:    0.131
G03:    0.144
G04:    0.138
G05:    0.239
G06:    0.169
G07:    0.422
G08:    0.264
G09:    0.261
G10:    0.262
G11:    0.149
G12:    0.156
H01:    0.328
H02:    0.317
H03:    0.362
H04:    0.143
H05:    0.354
H06:    0.149
H07:    0.227
H08:    0.275
H09:    0.152
H10:    0.322
H11:    0.15 
H12:    0.44 

