Testname: FB_OD600scan_96well
Date: 12/10/2025  Time: 1:57:43 PM
ID1: P0000000014  ID2: d12a6641-4d0c-48bd-aeac-668fa5facce1  ID3: 
No. of Channels / Multichromatics: 1
No. of Intervals: 1
Configuration: Absorbance
Used wavelengths, gain values and path length correction factor:
  1: 600nm                                          0/0     1.7006
  2: -                                              
  3: -                                              
  4: -                                              
  5: -                                              
Focal height [mm]: -
header_end

Chromatic: 1
Interval: 1
Time [s]: 0
A01:    0.259
A02:    0.523
A03:    0.431
A04:    0.298
A05:    0.466
A06:    0.518
A07:    0.482
A08:    0.394
A09:    0.441
A10:    0.233
A11:    0.238
A12:    0.177
B01:    0.15 
B02:    0.494
B03:    0.462
B04:    0.475
B05:    0.492
B06:    0.38 
B07:    0.19 
B08:    0.498
B09:    0.456
B10:    0.448
B11:    0.501
B12:    0.158
C01:    0.418
C02:    0.211
C03:    0.297
C04:    0.385
C05:    0.211
C06:    0.555
C07:    0.19 
C08:    0.297
C09:    0.331
C10:    0.492
C11:    0.249
C12:    0.519
D01:    0.52 
D02:    0.149
D03:    0.289
D04:    0.423
D05:    0.424
D06:    0.505
D07:    0.464
D08:    0.156
D09:    0.445
D10:    0.459
D11:    0.246
D12:    0.516
E01:    0.421
E02:    0.441
E03:    0.429
E04:    0.372
E05:    0.385
E06:    0.452
E07:    0.419
E08:    0.366
E09:    0.453
E10:    0.443
E11:    0.478
E12:    0.54 
F01:    0.281
F02:    0.414
F03:    0.407
F04:    0.416
F05:    0.451
F06:    0.53 
F07:    0.307
F08:    0.356
F09:    0.394
F10:    0.359
F11:    0.581
F12:    0.416
G01:    0.477
G02:    0.42 
G03:    0.209
G04:    0.493
G05:    0.338
G06:    0.412
G07:    0.718
G08:    0.148
G09:    0.439
G10:    0.612
G11:    0.458
G12:    0.522
H01:    0.189
H02:    0.325
H03:    0.252
H04:    0.404
H05:    0.302
H06:    0.356
H07:    0.295
H08:    0.368
H09:    0.524
H10:    0.331
H11:    0.331
H12:    0.153

