Testname: FB_OD600scan_96well
Date: 12/10/2025  Time: 2:45:53 PM
ID1: P0000000023  ID2: d12a6641-4d0c-48bd-aeac-668fa5facce1  ID3: 
No. of Channels / Multichromatics: 1
No. of Intervals: 1
Configuration: Absorbance
Used wavelengths, gain values and path length correction factor:
  1: 600nm                                          0/0     1.7006
  2: -                                              
  3: -                                              
  4: -                                              
  5: -                                              
Focal height [mm]: -
header_end

Chromatic: 1
Interval: 1
Time [s]: 0
A01:    0.124
A02:    0.538
A03:    0.338
A04:    0.47 
A05:    0.385
A06:    0.482
A07:    0.566
A08:    0.301
A09:    0.232
A10:    0.565
A11:    0.472
A12:    0.232
B01:    0.641
B02:    0.567
B03:    0.466
B04:    0.552
B05:    0.568
B06:    0.213
B07:    0.2  
B08:    0.247
B09:    0.513
B10:    0.608
B11:    0.562
B12:    0.157
C01:    0.458
C02:    0.516
C03:    0.422
C04:    0.362
C05:    0.268
C06:    0.339
C07:    0.574
C08:    0.433
C09:    0.279
C10:    0.571
C11:    0.313
C12:    0.45 
D01:    0.287
D02:    0.346
D03:    0.82 
D04:    0.491
D05:    0.324
D06:    0.232
D07:    0.239
D08:    0.314
D09:    0.472
D10:    0.54 
D11:    0.339
D12:    0.262
E01:    0.146
E02:    0.583
E03:    0.53 
E04:    0.352
E05:    0.479
E06:    0.435
E07:    0.51 
E08:    0.45 
E09:    0.492
E10:    0.41 
E11:    0.249
E12:    0.325
F01:    0.292
F02:    0.396
F03:    0.408
F04:    0.594
F05:    0.422
F06:    0.417
F07:    0.514
F08:    0.425
F09:    0.507
F10:    0.383
F11:    0.315
F12:    0.345
G01:    0.409
G02:    0.704
G03:    0.523
G04:    0.424
G05:    0.245
G06:    1.095
G07:    0.424
G08:    0.64 
G09:    0.217
G10:    0.611
G11:    0.395
G12:    0.386
H01:    0.585
H02:    0.705
H03:    0.274
H04:    0.373
H05:    0.543
H06:    0.165
H07:    0.267
H08:    0.264
H09:    0.322
H10:    0.42 
H11:    0.485
H12:    0.552

