Testname: FB_OD600scan_96well
Date: 12/10/2025  Time: 6:38:12 PM
ID1: P0000000012  ID2: d12a6641-4d0c-48bd-aeac-668fa5facce1  ID3: 
No. of Channels / Multichromatics: 1
No. of Intervals: 1
Configuration: Absorbance
Used wavelengths, gain values and path length correction factor:
  1: 600nm                                          0/0     1.7006
  2: -                                              
  3: -                                              
  4: -                                              
  5: -                                              
Focal height [mm]: -
header_end

Chromatic: 1
Interval: 1
Time [s]: 0
A01:    0.309
A02:    0.488
A03:    0.428
A04:    0.368
A05:    0.46 
A06:    0.509
A07:    0.491
A08:    0.407
A09:    0.449
A10:    0.187
A11:    0.29 
A12:    0.19 
B01:    0.24 
B02:    0.479
B03:    0.528
B04:    0.45 
B05:    0.464
B06:    0.448
B07:    0.197
B08:    0.446
B09:    0.462
B10:    0.453
B11:    0.439
B12:    0.204
C01:    0.473
C02:    0.252
C03:    0.313
C04:    0.415
C05:    0.216
C06:    0.521
C07:    0.188
C08:    0.332
C09:    0.361
C10:    0.445
C11:    0.312
C12:    0.505
D01:    0.476
D02:    0.15 
D03:    0.204
D04:    0.431
D05:    0.446
D06:    0.485
D07:    0.474
D08:    0.154
D09:    0.394
D10:    0.47 
D11:    0.266
D12:    0.568
E01:    0.384
E02:    0.447
E03:    0.442
E04:    0.398
E05:    0.385
E06:    0.449
E07:    0.426
E08:    0.368
E09:    0.446
E10:    0.46 
E11:    0.49 
E12:    0.505
F01:    0.391
F02:    0.403
F03:    0.438
F04:    0.432
F05:    0.457
F06:    0.533
F07:    0.28 
F08:    0.36 
F09:    0.383
F10:    0.346
F11:    0.481
F12:    0.389
G01:    0.476
G02:    0.429
G03:    0.305
G04:    0.456
G05:    0.337
G06:    0.458
G07:    0.693
G08:    0.155
G09:    0.486
G10:    0.601
G11:    0.473
G12:    0.496
H01:    0.25 
H02:    0.321
H03:    0.272
H04:    0.434
H05:    0.366
H06:    0.371
H07:    0.332
H08:    0.332
H09:    0.489
H10:    0.316
H11:    0.317
H12:    0.333

