Testname: FB_OD600scan_96well
Date: 12/9/2025  Time: 10:51:34 AM
ID1: P0000000025  ID2: d12a6641-4d0c-48bd-aeac-668fa5facce1  ID3: 
No. of Channels / Multichromatics: 1
No. of Intervals: 1
Configuration: Absorbance
Used wavelengths, gain values and path length correction factor:
  1: 600nm                                          0/0     1.7006
  2: -                                              
  3: -                                              
  4: -                                              
  5: -                                              
Focal height [mm]: -
header_end

Chromatic: 1
Interval: 1
Time [s]: 0
A01:    0.275
A02:    0.269
A03:    0.436
A04:    0.276
A05:    0.68 
A06:    0.447
A07:    0.398
A08:    0.388
A09:    0.403
A10:    0.218
A11:    0.231
A12:    0.19 
B01:    0.154
B02:    0.423
B03:    0.519
B04:    0.5  
B05:    0.531
B06:    0.172
B07:    0.181
B08:    0.497
B09:    0.54 
B10:    0.498
B11:    0.428
B12:    0.139
C01:    0.431
C02:    0.154
C03:    0.175
C04:    0.27 
C05:    0.173
C06:    0.697
C07:    0.165
C08:    0.341
C09:    0.34 
C10:    0.274
C11:    0.183
C12:    0.459
D01:    0.525
D02:    0.145
D03:    0.687
D04:    0.197
D05:    0.293
D06:    0.477
D07:    0.43 
D08:    0.154
D09:    0.586
D10:    0.484
D11:    0.221
D12:    0.505
E01:    0.309
E02:    0.496
E03:    0.296
E04:    0.45 
E05:    0.383
E06:    0.552
E07:    0.237
E08:    0.457
E09:    0.515
E10:    0.406
E11:    0.474
E12:    0.469
F01:    0.176
F02:    0.438
F03:    0.429
F04:    0.453
F05:    0.327
F06:    0.164
F07:    0.211
F08:    0.274
F09:    0.484
F10:    0.301
F11:    0.353
F12:    0.164
G01:    0.414
G02:    0.282
G03:    0.135
G04:    0.268
G05:    0.214
G06:    0.311
G07:    0.585
G08:    0.153
G09:    0.276
G10:    0.573
G11:    0.511
G12:    0.511
H01:    0.149
H02:    0.338
H03:    0.141
H04:    0.409
H05:    0.241
H06:    0.158
H07:    0.265
H08:    0.25 
H09:    0.414
H10:    0.21 
H11:    0.19 
H12:    0.16 

