Testname: FB_OD600scan_96well
Date: 12/10/2025  Time: 4:02:57 PM
ID1: P0000000028  ID2: d12a6641-4d0c-48bd-aeac-668fa5facce1  ID3: 
No. of Channels / Multichromatics: 1
No. of Intervals: 1
Configuration: Absorbance
Used wavelengths, gain values and path length correction factor:
  1: 600nm                                          0/0     1.7006
  2: -                                              
  3: -                                              
  4: -                                              
  5: -                                              
Focal height [mm]: -
header_end

Chromatic: 1
Interval: 1
Time [s]: 0
A01:    0.309
A02:    0.5  
A03:    0.428
A04:    0.311
A05:    0.514
A06:    0.526
A07:    0.496
A08:    0.408
A09:    0.465
A10:    0.215
A11:    0.245
A12:    0.175
B01:    0.231
B02:    0.476
B03:    0.537
B04:    0.461
B05:    0.507
B06:    0.362
B07:    0.251
B08:    0.472
B09:    0.498
B10:    0.476
B11:    0.52 
B12:    0.183
C01:    0.472
C02:    0.226
C03:    0.378
C04:    0.402
C05:    0.196
C06:    0.56 
C07:    0.189
C08:    0.316
C09:    0.358
C10:    0.503
C11:    0.236
C12:    0.475
D01:    0.485
D02:    0.133
D03:    0.339
D04:    0.433
D05:    0.442
D06:    0.518
D07:    0.49 
D08:    0.163
D09:    0.47 
D10:    0.478
D11:    0.257
D12:    0.536
E01:    0.38 
E02:    0.449
E03:    0.446
E04:    0.383
E05:    0.429
E06:    0.475
E07:    0.423
E08:    0.377
E09:    0.464
E10:    0.448
E11:    0.477
E12:    0.539
F01:    0.299
F02:    0.423
F03:    0.442
F04:    0.425
F05:    0.48 
F06:    0.484
F07:    0.31 
F08:    0.351
F09:    0.422
F10:    0.368
F11:    0.639
F12:    0.411
G01:    0.481
G02:    0.443
G03:    0.163
G04:    0.444
G05:    0.334
G06:    0.434
G07:    0.734
G08:    0.165
G09:    0.496
G10:    0.584
G11:    0.472
G12:    0.551
H01:    0.158
H02:    0.378
H03:    0.082
H04:    0.417
H05:    0.348
H06:    0.352
H07:    0.305
H08:    0.357
H09:    0.543
H10:    0.355
H11:    0.171
H12:    0.113

