Testname: FB_OD600scan_96well
Date: 12/10/2025  Time: 4:50:12 AM
ID1: P0000000010  ID2: d12a6641-4d0c-48bd-aeac-668fa5facce1  ID3: 
No. of Channels / Multichromatics: 1
No. of Intervals: 1
Configuration: Absorbance
Used wavelengths, gain values and path length correction factor:
  1: 600nm                                          0/0     1.7006
  2: -                                              
  3: -                                              
  4: -                                              
  5: -                                              
Focal height [mm]: -
header_end

Chromatic: 1
Interval: 1
Time [s]: 0
A01:    0.144
A02:    0.54 
A03:    0.273
A04:    0.475
A05:    0.386
A06:    0.503
A07:    0.581
A08:    0.299
A09:    0.224
A10:    0.562
A11:    0.488
A12:    0.241
B01:    0.534
B02:    0.6  
B03:    0.481
B04:    0.574
B05:    0.582
B06:    0.236
B07:    0.309
B08:    0.218
B09:    0.204
B10:    0.606
B11:    1.549
B12:    0.136
C01:    0.394
C02:    0.573
C03:    0.45 
C04:    0.38 
C05:    0.232
C06:    0.346
C07:    0.597
C08:    0.445
C09:    0.279
C10:    0.59 
C11:    0.299
C12:    0.507
D01:    0.307
D02:    0.31 
D03:    0.628
D04:    0.53 
D05:    0.309
D06:    0.231
D07:    0.242
D08:    0.314
D09:    0.467
D10:    0.553
D11:    0.331
D12:    0.277
E01:    0.136
E02:    0.629
E03:    0.573
E04:    0.313
E05:    0.49 
E06:    0.445
E07:    0.528
E08:    0.47 
E09:    0.507
E10:    0.445
E11:    0.305
E12:    0.361
F01:    0.257
F02:    0.414
F03:    0.557
F04:    0.548
F05:    0.455
F06:    0.453
F07:    0.546
F08:    0.453
F09:    0.529
F10:    0.301
F11:    0.318
F12:    0.395
G01:    0.391
G02:    0.719
G03:    0.568
G04:    0.46 
G05:    0.25 
G06:    0.926
G07:    0.391
G08:    0.672
G09:    0.248
G10:    0.551
G11:    0.439
G12:    0.396
H01:    0.557
H02:    0.679
H03:    0.229
H04:    0.345
H05:    0.56 
H06:    0.248
H07:    0.285
H08:    0.262
H09:    0.333
H10:    0.404
H11:    0.484
H12:    0.516

