Testname: FB_OD600scan_96well
Date: 12/9/2025  Time: 7:16:01 AM
ID1: P0000000009  ID2: d12a6641-4d0c-48bd-aeac-668fa5facce1  ID3: 
No. of Channels / Multichromatics: 1
No. of Intervals: 1
Configuration: Absorbance
Used wavelengths, gain values and path length correction factor:
  1: 600nm                                          0/0     1.7006
  2: -                                              
  3: -                                              
  4: -                                              
  5: -                                              
Focal height [mm]: -
header_end

Chromatic: 1
Interval: 1
Time [s]: 0
A01:    0.146
A02:    0.192
A03:    0.202
A04:    0.217
A05:    0.439
A06:    0.27 
A07:    0.612
A08:    0.21 
A09:    0.217
A10:    0.222
A11:    0.648
A12:    0.181
B01:    0.18 
B02:    0.393
B03:    0.507
B04:    0.278
B05:    0.305
B06:    0.393
B07:    0.179
B08:    0.162
B09:    0.203
B10:    0.569
B11:    0.789
B12:    0.145
C01:    0.242
C02:    0.571
C03:    0.472
C04:    0.324
C05:    0.161
C06:    0.423
C07:    1.203
C08:    0.532
C09:    0.374
C10:    0.859
C11:    0.267
C12:    0.523
D01:    0.208
D02:    0.173
D03:    0.345
D04:    0.333
D05:    0.306
D06:    0.242
D07:    0.243
D08:    0.348
D09:    0.352
D10:    0.19 
D11:    0.258
D12:    0.125
E01:    0.105
E02:    0.487
E03:    0.647
E04:    0.154
E05:    0.439
E06:    0.322
E07:    0.273
E08:    0.355
E09:    0.552
E10:    0.499
E11:    0.184
E12:    0.327
F01:    0.092
F02:    0.399
F03:    0.417
F04:    0.32 
F05:    0.251
F06:    0.317
F07:    0.43 
F08:    0.232
F09:    0.666
F10:    0.218
F11:    0.376
F12:    0.261
G01:    0.301
G02:    0.645
G03:    0.613
G04:    0.429
G05:    0.14 
G06:    0.667
G07:    0.209
G08:    0.15 
G09:    0.156
G10:    0.344
G11:    0.149
G12:    0.193
H01:    0.179
H02:    0.527
H03:    0.143
H04:    0.373
H05:    0.211
H06:    0.139
H07:    0.16 
H08:    0.223
H09:    0.183
H10:    0.16 
H11:    0.473
H12:    0.214

