Testname: FB_OD600scan_96well
Date: 12/10/2025  Time: 9:25:20 AM
ID1: P0000000011  ID2: d12a6641-4d0c-48bd-aeac-668fa5facce1  ID3: 
No. of Channels / Multichromatics: 1
No. of Intervals: 1
Configuration: Absorbance
Used wavelengths, gain values and path length correction factor:
  1: 600nm                                          0/0     1.7006
  2: -                                              
  3: -                                              
  4: -                                              
  5: -                                              
Focal height [mm]: -
header_end

Chromatic: 1
Interval: 1
Time [s]: 0
A01:    0.302
A02:    0.456
A03:    0.437
A04:    0.381
A05:    0.488
A06:    0.529
A07:    0.52 
A08:    0.417
A09:    0.467
A10:    0.23 
A11:    0.311
A12:    0.211
B01:    0.188
B02:    0.482
B03:    0.507
B04:    0.491
B05:    0.494
B06:    0.465
B07:    0.227
B08:    0.476
B09:    0.471
B10:    0.462
B11:    0.496
B12:    0.221
C01:    0.423
C02:    0.217
C03:    0.326
C04:    0.429
C05:    0.213
C06:    0.532
C07:    0.187
C08:    0.335
C09:    0.322
C10:    0.517
C11:    0.245
C12:    0.498
D01:    0.488
D02:    0.158
D03:    0.319
D04:    0.387
D05:    0.48 
D06:    0.528
D07:    0.484
D08:    0.147
D09:    0.463
D10:    0.482
D11:    0.257
D12:    0.546
E01:    0.423
E02:    0.464
E03:    0.446
E04:    0.379
E05:    0.391
E06:    0.454
E07:    0.425
E08:    0.453
E09:    0.458
E10:    0.456
E11:    0.487
E12:    0.525
F01:    0.313
F02:    0.409
F03:    0.403
F04:    0.441
F05:    0.476
F06:    0.49 
F07:    0.292
F08:    0.373
F09:    0.396
F10:    0.356
F11:    0.497
F12:    0.379
G01:    0.439
G02:    0.458
G03:    0.111
G04:    0.486
G05:    0.322
G06:    0.434
G07:    0.703
G08:    0.156
G09:    0.422
G10:    0.586
G11:    0.464
G12:    0.473
H01:    0.156
H02:    0.314
H03:    0.108
H04:    0.383
H05:    0.312
H06:    0.359
H07:    0.257
H08:    0.319
H09:    0.483
H10:    0.312
H11:    0.301
H12:    0.274

