Testname: FB_OD600scan_96well
Date: 12/9/2025  Time: 6:52:54 PM
ID1: P0000000019  ID2: d12a6641-4d0c-48bd-aeac-668fa5facce1  ID3: 
No. of Channels / Multichromatics: 1
No. of Intervals: 1
Configuration: Absorbance
Used wavelengths, gain values and path length correction factor:
  1: 600nm                                          0/0     1.7006
  2: -                                              
  3: -                                              
  4: -                                              
  5: -                                              
Focal height [mm]: -
header_end

Chromatic: 1
Interval: 1
Time [s]: 0
A01:    0.24 
A02:    0.351
A03:    0.353
A04:    0.27 
A05:    0.242
A06:    0.336
A07:    0.343
A08:    0.417
A09:    0.269
A10:    0.304
A11:    0.412
A12:    0.288
B01:    0.393
B02:    0.391
B03:    0.229
B04:    0.323
B05:    0.487
B06:    0.483
B07:    0.238
B08:    0.344
B09:    0.205
B10:    0.194
B11:    0.455
B12:    0.455
C01:    0.307
C02:    0.403
C03:    0.366
C04:    0.36 
C05:    0.325
C06:    0.165
C07:    0.173
C08:    0.31 
C09:    0.165
C10:    0.175
C11:    0.387
C12:    0.285
D01:    0.28 
D02:    0.257
D03:    0.455
D04:    0.281
D05:    0.164
D06:    0.481
D07:    0.396
D08:    0.382
D09:    0.44 
D10:    0.159
D11:    0.185
D12:    0.307
E01:    0.172
E02:    0.226
E03:    0.488
E04:    0.416
E05:    0.418
E06:    0.439
E07:    0.506
E08:    0.277
E09:    0.238
E10:    0.15 
E11:    0.426
E12:    0.143
F01:    0.145
F02:    0.265
F03:    0.154
F04:    0.355
F05:    0.464
F06:    0.251
F07:    0.277
F08:    0.267
F09:    0.423
F10:    0.293
F11:    0.372
F12:    0.124
G01:    0.298
G02:    0.14 
G03:    0.173
G04:    0.149
G05:    0.195
G06:    0.142
G07:    0.526
G08:    0.273
G09:    0.465
G10:    0.274
G11:    0.145
G12:    0.148
H01:    0.318
H02:    0.307
H03:    0.369
H04:    0.147
H05:    0.334
H06:    0.142
H07:    0.222
H08:    0.29 
H09:    0.15 
H10:    0.37 
H11:    0.156
H12:    0.395

