Testname: FB_OD600scan_96well
Date: 12/10/2025  Time: 1:56:56 AM
ID1: P0000000006  ID2: d12a6641-4d0c-48bd-aeac-668fa5facce1  ID3: 
No. of Channels / Multichromatics: 1
No. of Intervals: 1
Configuration: Absorbance
Used wavelengths, gain values and path length correction factor:
  1: 600nm                                          0/0     1.7006
  2: -                                              
  3: -                                              
  4: -                                              
  5: -                                              
Focal height [mm]: -
header_end

Chromatic: 1
Interval: 1
Time [s]: 0
A01:    0.345
A02:    0.343
A03:    0.335
A04:    0.404
A05:    0.295
A06:    0.411
A07:    0.304
A08:    0.443
A09:    0.245
A10:    0.285
A11:    0.405
A12:    0.459
B01:    0.391
B02:    0.376
B03:    0.26 
B04:    0.323
B05:    0.422
B06:    0.412
B07:    0.255
B08:    0.371
B09:    0.195
B10:    0.2  
B11:    0.398
B12:    0.455
C01:    0.372
C02:    0.41 
C03:    0.309
C04:    0.188
C05:    0.312
C06:    0.153
C07:    0.183
C08:    0.289
C09:    0.14 
C10:    0.143
C11:    0.338
C12:    0.341
D01:    0.312
D02:    0.294
D03:    0.449
D04:    0.272
D05:    0.158
D06:    0.479
D07:    0.391
D08:    0.36 
D09:    0.441
D10:    0.15 
D11:    0.21 
D12:    0.21 
E01:    0.232
E02:    0.244
E03:    0.521
E04:    0.425
E05:    0.439
E06:    0.448
E07:    0.424
E08:    0.18 
E09:    0.312
E10:    0.146
E11:    0.349
E12:    0.146
F01:    0.135
F02:    0.262
F03:    0.218
F04:    0.343
F05:    0.414
F06:    0.228
F07:    0.274
F08:    0.271
F09:    0.421
F10:    0.27 
F11:    0.345
F12:    0.154
G01:    0.324
G02:    0.131
G03:    0.137
G04:    0.141
G05:    0.258
G06:    0.163
G07:    0.465
G08:    0.301
G09:    0.433
G10:    0.293
G11:    0.142
G12:    0.149
H01:    0.266
H02:    0.302
H03:    0.363
H04:    0.142
H05:    0.321
H06:    0.155
H07:    0.29 
H08:    0.321
H09:    0.168
H10:    0.362
H11:    0.151
H12:    0.439

