Testname: FB_OD600scan_96well
Date: 12/10/2025  Time: 10:23:04 AM
ID1: P0000000018  ID2: d12a6641-4d0c-48bd-aeac-668fa5facce1  ID3: 
No. of Channels / Multichromatics: 1
No. of Intervals: 1
Configuration: Absorbance
Used wavelengths, gain values and path length correction factor:
  1: 600nm                                          0/0     1.7006
  2: -                                              
  3: -                                              
  4: -                                              
  5: -                                              
Focal height [mm]: -
header_end

Chromatic: 1
Interval: 1
Time [s]: 0
A01:    0.351
A02:    0.388
A03:    0.391
A04:    0.388
A05:    0.268
A06:    0.395
A07:    0.342
A08:    0.47 
A09:    0.242
A10:    0.293
A11:    0.386
A12:    0.419
B01:    0.349
B02:    0.358
B03:    0.327
B04:    0.333
B05:    0.362
B06:    0.39 
B07:    0.267
B08:    0.325
B09:    0.227
B10:    0.272
B11:    0.407
B12:    0.417
C01:    0.389
C02:    0.38 
C03:    0.264
C04:    0.306
C05:    0.294
C06:    0.169
C07:    0.182
C08:    0.3  
C09:    0.178
C10:    0.223
C11:    0.308
C12:    0.323
D01:    0.284
D02:    0.203
D03:    0.419
D04:    0.285
D05:    0.162
D06:    0.415
D07:    0.361
D08:    0.426
D09:    0.417
D10:    0.154
D11:    0.276
D12:    0.238
E01:    0.201
E02:    0.226
E03:    0.478
E04:    0.471
E05:    0.412
E06:    0.419
E07:    0.434
E08:    0.29 
E09:    0.273
E10:    0.156
E11:    0.397
E12:    0.152
F01:    0.094
F02:    0.271
F03:    0.249
F04:    0.326
F05:    0.393
F06:    0.218
F07:    0.257
F08:    0.238
F09:    0.409
F10:    0.318
F11:    0.358
F12:    0.132
G01:    0.297
G02:    0.115
G03:    0.098
G04:    0.121
G05:    0.231
G06:    0.144
G07:    0.441
G08:    0.297
G09:    0.413
G10:    0.239
G11:    0.161
G12:    0.141
H01:    0.313
H02:    0.329
H03:    0.483
H04:    0.118
H05:    0.336
H06:    0.15 
H07:    0.263
H08:    0.309
H09:    0.178
H10:    0.373
H11:    0.127
H12:    0.41 

