Testname: FB_OD600scan_96well
Date: 12/9/2025  Time: 5:28:21 AM
ID1: P0000000015  ID2: d12a6641-4d0c-48bd-aeac-668fa5facce1  ID3: 
No. of Channels / Multichromatics: 1
No. of Intervals: 1
Configuration: Absorbance
Used wavelengths, gain values and path length correction factor:
  1: 600nm                                          0/0     1.7006
  2: -                                              
  3: -                                              
  4: -                                              
  5: -                                              
Focal height [mm]: -
header_end

Chromatic: 1
Interval: 1
Time [s]: 0
A01:    0.225
A02:    0.231
A03:    0.257
A04:    0.237
A05:    0.46 
A06:    0.284
A07:    0.325
A08:    0.254
A09:    0.336
A10:    0.222
A11:    0.235
A12:    0.194
B01:    0.152
B02:    0.268
B03:    0.239
B04:    0.479
B05:    0.304
B06:    0.139
B07:    0.163
B08:    0.484
B09:    0.329
B10:    0.332
B11:    0.422
B12:    0.161
C01:    0.301
C02:    0.144
C03:    0.168
C04:    0.224
C05:    0.159
C06:    0.617
C07:    0.176
C08:    0.285
C09:    0.287
C10:    0.197
C11:    0.152
C12:    0.436
D01:    0.547
D02:    0.159
D03:    0.481
D04:    0.145
D05:    0.148
D06:    0.461
D07:    0.38 
D08:    0.151
D09:    0.422
D10:    0.26 
D11:    0.171
D12:    0.548
E01:    0.248
E02:    0.499
E03:    0.256
E04:    0.449
E05:    0.266
E06:    0.325
E07:    0.215
E08:    0.276
E09:    0.544
E10:    0.335
E11:    0.349
E12:    0.426
F01:    0.141
F02:    0.431
F03:    0.452
F04:    0.268
F05:    0.319
F06:    0.164
F07:    0.173
F08:    0.245
F09:    0.355
F10:    0.318
F11:    0.162
F12:    0.161
G01:    0.193
G02:    0.229
G03:    0.121
G04:    0.201
G05:    0.187
G06:    0.263
G07:    0.458
G08:    0.117
G09:    0.208
G10:    0.283
G11:    0.43 
G12:    0.586
H01:    0.127
H02:    0.217
H03:    0.137
H04:    0.391
H05:    0.285
H06:    0.156
H07:    0.156
H08:    0.159
H09:    0.301
H10:    0.129
H11:    0.139
H12:    0.125

