Testname: FB_OD600scan_96well
Date: 12/9/2025  Time: 12:00:03 AM
ID1: P0000000026  ID2: d12a6641-4d0c-48bd-aeac-668fa5facce1  ID3: 
No. of Channels / Multichromatics: 1
No. of Intervals: 1
Configuration: Absorbance
Used wavelengths, gain values and path length correction factor:
  1: 600nm                                          0/0     1.7006
  2: -                                              
  3: -                                              
  4: -                                              
  5: -                                              
Focal height [mm]: -
header_end

Chromatic: 1
Interval: 1
Time [s]: 0
A01:    0.171
A02:    0.153
A03:    0.206
A04:    0.173
A05:    0.278
A06:    0.184
A07:    0.24 
A08:    0.196
A09:    0.253
A10:    0.194
A11:    0.216
A12:    0.2  
B01:    0.147
B02:    0.261
B03:    0.144
B04:    0.311
B05:    0.231
B06:    0.14 
B07:    0.139
B08:    0.304
B09:    0.259
B10:    0.267
B11:    0.287
B12:    0.13 
C01:    0.194
C02:    0.14 
C03:    0.136
C04:    0.24 
C05:    0.136
C06:    0.295
C07:    0.15 
C08:    0.235
C09:    0.289
C10:    0.129
C11:    0.15 
C12:    0.256
D01:    0.28 
D02:    0.151
D03:    0.25 
D04:    0.152
D05:    0.154
D06:    0.18 
D07:    0.235
D08:    0.15 
D09:    0.297
D10:    0.22 
D11:    0.115
D12:    0.502
E01:    0.149
E02:    0.256
E03:    0.202
E04:    0.261
E05:    0.17 
E06:    0.197
E07:    0.151
E08:    0.167
E09:    0.247
E10:    0.24 
E11:    0.25 
E12:    0.235
F01:    0.132
F02:    0.253
F03:    0.171
F04:    0.141
F05:    0.164
F06:    0.144
F07:    0.138
F08:    0.148
F09:    0.146
F10:    0.144
F11:    0.137
F12:    0.126
G01:    0.137
G02:    0.159
G03:    0.139
G04:    0.16 
G05:    0.152
G06:    0.176
G07:    0.18 
G08:    0.13 
G09:    0.153
G10:    0.166
G11:    0.154
G12:    0.205
H01:    0.128
H02:    0.163
H03:    0.135
H04:    0.189
H05:    0.181
H06:    0.147
H07:    0.148
H08:    0.136
H09:    0.152
H10:    0.129
H11:    0.149
H12:    0.141

