Testname: FB_OD600scan_96well
Date: 12/10/2025  Time: 2:39:46 PM
ID1: P0000000025  ID2: d12a6641-4d0c-48bd-aeac-668fa5facce1  ID3: 
No. of Channels / Multichromatics: 1
No. of Intervals: 1
Configuration: Absorbance
Used wavelengths, gain values and path length correction factor:
  1: 600nm                                          0/0     1.7006
  2: -                                              
  3: -                                              
  4: -                                              
  5: -                                              
Focal height [mm]: -
header_end

Chromatic: 1
Interval: 1
Time [s]: 0
A01:    0.317
A02:    0.465
A03:    0.451
A04:    0.393
A05:    0.494
A06:    0.533
A07:    0.56 
A08:    0.428
A09:    0.482
A10:    0.223
A11:    0.232
A12:    0.187
B01:    0.23 
B02:    0.482
B03:    0.535
B04:    0.459
B05:    0.498
B06:    0.446
B07:    0.147
B08:    0.465
B09:    0.482
B10:    0.47 
B11:    0.469
B12:    0.23 
C01:    0.415
C02:    0.241
C03:    0.323
C04:    0.409
C05:    0.192
C06:    0.524
C07:    0.152
C08:    0.305
C09:    0.327
C10:    0.509
C11:    0.245
C12:    0.463
D01:    0.467
D02:    0.158
D03:    0.268
D04:    0.407
D05:    0.455
D06:    0.508
D07:    0.471
D08:    0.166
D09:    0.418
D10:    0.5  
D11:    0.226
D12:    0.595
E01:    0.353
E02:    0.456
E03:    0.437
E04:    0.381
E05:    0.388
E06:    0.453
E07:    0.425
E08:    0.377
E09:    0.452
E10:    0.44 
E11:    0.465
E12:    0.569
F01:    0.38 
F02:    0.415
F03:    0.409
F04:    0.45 
F05:    0.46 
F06:    0.5  
F07:    0.283
F08:    0.353
F09:    0.392
F10:    0.342
F11:    0.502
F12:    0.373
G01:    0.457
G02:    0.427
G03:    0.2  
G04:    0.486
G05:    0.332
G06:    0.429
G07:    0.708
G08:    0.148
G09:    0.464
G10:    0.609
G11:    0.46 
G12:    0.517
H01:    0.225
H02:    0.315
H03:    0.267
H04:    0.42 
H05:    0.349
H06:    0.369
H07:    0.303
H08:    0.351
H09:    0.474
H10:    0.31 
H11:    0.306
H12:    0.306

