Testname: FB_OD600scan_96well
Date: 12/9/2025  Time: 2:35:15 AM
ID1: P0000000010  ID2: d12a6641-4d0c-48bd-aeac-668fa5facce1  ID3: 
No. of Channels / Multichromatics: 1
No. of Intervals: 1
Configuration: Absorbance
Used wavelengths, gain values and path length correction factor:
  1: 600nm                                          0/0     1.7006
  2: -                                              
  3: -                                              
  4: -                                              
  5: -                                              
Focal height [mm]: -
header_end

Chromatic: 1
Interval: 1
Time [s]: 0
A01:    0.149
A02:    0.167
A03:    0.183
A04:    0.186
A05:    0.395
A06:    0.185
A07:    0.317
A08:    0.191
A09:    0.171
A10:    0.215
A11:    0.271
A12:    0.15 
B01:    0.188
B02:    0.338
B03:    0.457
B04:    0.162
B05:    0.244
B06:    0.285
B07:    0.19 
B08:    0.162
B09:    0.169
B10:    0.284
B11:    0.649
B12:    0.137
C01:    0.163
C02:    0.184
C03:    0.437
C04:    0.193
C05:    0.146
C06:    0.355
C07:    0.353
C08:    0.502
C09:    0.286
C10:    0.379
C11:    0.222
C12:    0.504
D01:    0.207
D02:    0.158
D03:    0.2  
D04:    0.2  
D05:    0.261
D06:    0.203
D07:    0.172
D08:    0.244
D09:    0.231
D10:    0.154
D11:    0.245
D12:    0.162
E01:    0.128
E02:    0.295
E03:    0.374
E04:    0.153
E05:    0.455
E06:    0.238
E07:    0.177
E08:    0.257
E09:    0.261
E10:    0.476
E11:    0.192
E12:    0.287
F01:    0.125
F02:    0.343
F03:    0.29 
F04:    0.215
F05:    0.197
F06:    0.321
F07:    0.316
F08:    0.161
F09:    0.365
F10:    0.285
F11:    0.391
F12:    0.299
G01:    0.226
G02:    0.305
G03:    0.269
G04:    0.444
G05:    0.145
G06:    0.274
G07:    0.142
G08:    0.144
G09:    0.151
G10:    0.207
G11:    0.152
G12:    0.163
H01:    0.16 
H02:    0.209
H03:    0.244
H04:    0.461
H05:    0.161
H06:    0.135
H07:    0.15 
H08:    0.172
H09:    0.155
H10:    0.166
H11:    0.451
H12:    0.199

