Testname: FB_OD600scan_96well
Date: 12/10/2025  Time: 5:02:09 AM
ID1: P0000000006  ID2: d12a6641-4d0c-48bd-aeac-668fa5facce1  ID3: 
No. of Channels / Multichromatics: 1
No. of Intervals: 1
Configuration: Absorbance
Used wavelengths, gain values and path length correction factor:
  1: 600nm                                          0/0     1.7006
  2: -                                              
  3: -                                              
  4: -                                              
  5: -                                              
Focal height [mm]: -
header_end

Chromatic: 1
Interval: 1
Time [s]: 0
A01:    0.321
A02:    0.337
A03:    0.326
A04:    0.397
A05:    0.298
A06:    0.409
A07:    0.304
A08:    0.444
A09:    0.24 
A10:    0.279
A11:    0.398
A12:    0.464
B01:    0.388
B02:    0.374
B03:    0.281
B04:    0.327
B05:    0.403
B06:    0.389
B07:    0.24 
B08:    0.372
B09:    0.192
B10:    0.192
B11:    0.401
B12:    0.417
C01:    0.354
C02:    0.418
C03:    0.302
C04:    0.174
C05:    0.307
C06:    0.15 
C07:    0.181
C08:    0.289
C09:    0.146
C10:    0.233
C11:    0.34 
C12:    0.344
D01:    0.286
D02:    0.31 
D03:    0.447
D04:    0.294
D05:    0.155
D06:    0.439
D07:    0.39 
D08:    0.359
D09:    0.439
D10:    0.148
D11:    0.184
D12:    0.227
E01:    0.231
E02:    0.244
E03:    0.511
E04:    0.423
E05:    0.434
E06:    0.445
E07:    0.408
E08:    0.181
E09:    0.276
E10:    0.155
E11:    0.347
E12:    0.147
F01:    0.137
F02:    0.26 
F03:    0.221
F04:    0.339
F05:    0.406
F06:    0.221
F07:    0.279
F08:    0.271
F09:    0.425
F10:    0.31 
F11:    0.358
F12:    0.15 
G01:    0.326
G02:    0.133
G03:    0.139
G04:    0.139
G05:    0.224
G06:    0.145
G07:    0.466
G08:    0.308
G09:    0.417
G10:    0.25 
G11:    0.141
G12:    0.152
H01:    0.265
H02:    0.305
H03:    0.363
H04:    0.141
H05:    0.323
H06:    0.143
H07:    0.298
H08:    0.323
H09:    0.17 
H10:    0.363
H11:    0.152
H12:    0.445

