Testname: FB_OD600scan_96well
Date: 12/9/2025  Time: 9:12:45 PM
ID1: P0000000008  ID2: d12a6641-4d0c-48bd-aeac-668fa5facce1  ID3: 
No. of Channels / Multichromatics: 1
No. of Intervals: 1
Configuration: Absorbance
Used wavelengths, gain values and path length correction factor:
  1: 600nm                                          0/0     1.7006
  2: -                                              
  3: -                                              
  4: -                                              
  5: -                                              
Focal height [mm]: -
header_end

Chromatic: 1
Interval: 1
Time [s]: 0
A01:    0.143
A02:    0.585
A03:    0.25 
A04:    0.409
A05:    0.402
A06:    0.442
A07:    0.559
A08:    0.231
A09:    0.259
A10:    0.529
A11:    0.509
A12:    0.228
B01:    0.552
B02:    0.608
B03:    0.484
B04:    0.605
B05:    0.574
B06:    0.25 
B07:    0.154
B08:    0.223
B09:    0.558
B10:    0.611
B11:    1.275
B12:    0.163
C01:    0.25 
C02:    0.657
C03:    0.488
C04:    0.366
C05:    0.226
C06:    0.385
C07:    0.608
C08:    0.488
C09:    0.278
C10:    0.607
C11:    0.41 
C12:    0.486
D01:    0.549
D02:    0.234
D03:    0.562
D04:    0.616
D05:    0.303
D06:    0.243
D07:    0.26 
D08:    0.279
D09:    0.396
D10:    0.962
D11:    0.347
D12:    0.118
E01:    0.139
E02:    0.629
E03:    0.577
E04:    0.237
E05:    0.488
E06:    0.442
E07:    0.601
E08:    0.471
E09:    0.524
E10:    0.445
E11:    0.168
E12:    0.351
F01:    0.263
F02:    0.408
F03:    0.485
F04:    0.551
F05:    0.455
F06:    0.433
F07:    0.541
F08:    0.418
F09:    0.553
F10:    0.351
F11:    0.362
F12:    0.422
G01:    0.378
G02:    0.743
G03:    0.568
G04:    0.482
G05:    0.189
G06:    0.902
G07:    0.251
G08:    0.242
G09:    0.248
G10:    0.604
G11:    0.457
G12:    0.365
H01:    0.596
H02:    0.7  
H03:    0.239
H04:    0.424
H05:    0.614
H06:    0.143
H07:    0.167
H08:    0.338
H09:    0.35 
H10:    0.38 
H11:    0.495
H12:    0.437

