Testname: FB_OD600scan_96well
Date: 12/9/2025  Time: 10:36:26 PM
ID1: P0000000011  ID2: d12a6641-4d0c-48bd-aeac-668fa5facce1  ID3: 
No. of Channels / Multichromatics: 1
No. of Intervals: 1
Configuration: Absorbance
Used wavelengths, gain values and path length correction factor:
  1: 600nm                                          0/0     1.7006
  2: -                                              
  3: -                                              
  4: -                                              
  5: -                                              
Focal height [mm]: -
header_end

Chromatic: 1
Interval: 1
Time [s]: 0
A01:    0.278
A02:    0.447
A03:    0.47 
A04:    0.392
A05:    0.518
A06:    0.592
A07:    0.538
A08:    0.402
A09:    0.468
A10:    0.24 
A11:    0.307
A12:    0.186
B01:    0.152
B02:    0.507
B03:    0.448
B04:    0.5  
B05:    0.541
B06:    0.508
B07:    0.17 
B08:    0.48 
B09:    0.512
B10:    0.467
B11:    0.496
B12:    0.197
C01:    0.398
C02:    0.152
C03:    0.311
C04:    0.442
C05:    0.151
C06:    0.564
C07:    0.183
C08:    0.334
C09:    0.322
C10:    0.527
C11:    0.2  
C12:    0.493
D01:    0.516
D02:    0.141
D03:    0.523
D04:    0.403
D05:    0.47 
D06:    0.521
D07:    0.473
D08:    0.147
D09:    0.531
D10:    0.52 
D11:    0.234
D12:    0.545
E01:    0.416
E02:    0.505
E03:    0.447
E04:    0.379
E05:    0.363
E06:    0.495
E07:    0.326
E08:    0.444
E09:    0.465
E10:    0.45 
E11:    0.476
E12:    0.535
F01:    0.244
F02:    0.443
F03:    0.43 
F04:    0.433
F05:    0.494
F06:    0.516
F07:    0.363
F08:    0.4  
F09:    0.423
F10:    0.355
F11:    0.519
F12:    0.365
G01:    0.416
G02:    0.469
G03:    0.146
G04:    0.485
G05:    0.324
G06:    0.425
G07:    0.669
G08:    0.153
G09:    0.483
G10:    0.605
G11:    0.491
G12:    0.479
H01:    0.158
H02:    0.31 
H03:    0.104
H04:    0.406
H05:    0.202
H06:    0.273
H07:    0.333
H08:    0.276
H09:    0.47 
H10:    0.313
H11:    0.291
H12:    0.26 

