Testname: FB_OD600scan_96well
Date: 12/9/2025  Time: 5:49:11 AM
ID1: P0000000007  ID2: d12a6641-4d0c-48bd-aeac-668fa5facce1  ID3: 
No. of Channels / Multichromatics: 1
No. of Intervals: 1
Configuration: Absorbance
Used wavelengths, gain values and path length correction factor:
  1: 600nm                                          0/0     1.7006
  2: -                                              
  3: -                                              
  4: -                                              
  5: -                                              
Focal height [mm]: -
header_end

Chromatic: 1
Interval: 1
Time [s]: 0
A01:    0.11 
A02:    0.173
A03:    0.195
A04:    0.188
A05:    0.407
A06:    0.195
A07:    0.57 
A08:    0.192
A09:    0.236
A10:    0.228
A11:    0.662
A12:    0.236
B01:    0.165
B02:    0.281
B03:    0.478
B04:    0.191
B05:    0.295
B06:    0.351
B07:    0.2  
B08:    0.159
B09:    0.201
B10:    0.497
B11:    0.626
B12:    0.169
C01:    0.16 
C02:    0.495
C03:    0.461
C04:    0.204
C05:    0.138
C06:    0.433
C07:    0.763
C08:    0.526
C09:    0.296
C10:    0.474
C11:    0.274
C12:    0.521
D01:    0.209
D02:    0.157
D03:    0.287
D04:    0.24 
D05:    0.24 
D06:    0.206
D07:    0.251
D08:    0.332
D09:    0.302
D10:    0.265
D11:    0.28 
D12:    0.163
E01:    0.118
E02:    0.295
E03:    0.683
E04:    0.139
E05:    0.42 
E06:    0.325
E07:    0.258
E08:    0.347
E09:    0.532
E10:    0.544
E11:    0.203
E12:    0.242
F01:    0.118
F02:    0.379
F03:    0.348
F04:    0.313
F05:    0.248
F06:    0.324
F07:    0.398
F08:    0.226
F09:    0.536
F10:    0.199
F11:    0.414
F12:    0.298
G01:    0.361
G02:    0.374
G03:    0.339
G04:    0.437
G05:    0.136
G06:    0.4  
G07:    0.165
G08:    0.154
G09:    0.164
G10:    0.273
G11:    0.16 
G12:    0.245
H01:    0.183
H02:    0.509
H03:    0.259
H04:    0.46 
H05:    0.206
H06:    0.145
H07:    0.159
H08:    0.275
H09:    0.161
H10:    0.164
H11:    0.494
H12:    0.319

