Testname: FB_OD600scan_96well
Date: 12/9/2025  Time: 8:04:08 PM
ID1: P0000000026  ID2: d12a6641-4d0c-48bd-aeac-668fa5facce1  ID3: 
No. of Channels / Multichromatics: 1
No. of Intervals: 1
Configuration: Absorbance
Used wavelengths, gain values and path length correction factor:
  1: 600nm                                          0/0     1.7006
  2: -                                              
  3: -                                              
  4: -                                              
  5: -                                              
Focal height [mm]: -
header_end

Chromatic: 1
Interval: 1
Time [s]: 0
A01:    0.313
A02:    0.427
A03:    0.464
A04:    0.443
A05:    0.521
A06:    0.632
A07:    0.506
A08:    0.368
A09:    0.464
A10:    0.304
A11:    0.266
A12:    0.212
B01:    0.154
B02:    0.499
B03:    0.516
B04:    0.487
B05:    0.542
B06:    0.328
B07:    0.212
B08:    0.479
B09:    0.497
B10:    0.466
B11:    0.489
B12:    0.194
C01:    0.426
C02:    0.169
C03:    0.272
C04:    0.292
C05:    0.157
C06:    0.577
C07:    0.179
C08:    0.302
C09:    0.319
C10:    0.358
C11:    0.168
C12:    0.459
D01:    0.508
D02:    0.159
D03:    0.558
D04:    0.411
D05:    0.461
D06:    0.509
D07:    0.474
D08:    0.152
D09:    0.546
D10:    0.511
D11:    0.258
D12:    0.611
E01:    0.44 
E02:    0.496
E03:    0.44 
E04:    0.394
E05:    0.413
E06:    0.484
E07:    0.299
E08:    0.448
E09:    0.462
E10:    0.446
E11:    0.473
E12:    0.506
F01:    0.258
F02:    0.444
F03:    0.413
F04:    0.451
F05:    0.489
F06:    0.407
F07:    0.333
F08:    0.375
F09:    0.446
F10:    0.351
F11:    0.534
F12:    0.409
G01:    0.487
G02:    0.387
G03:    0.156
G04:    0.523
G05:    0.338
G06:    0.419
G07:    0.647
G08:    0.151
G09:    0.509
G10:    0.584
G11:    0.513
G12:    0.504
H01:    0.278
H02:    0.331
H03:    0.263
H04:    0.388
H05:    0.236
H06:    0.281
H07:    0.314
H08:    0.265
H09:    0.472
H10:    0.303
H11:    0.274
H12:    0.251

