Testname: FB_OD600scan_96well
Date: 12/9/2025  Time: 3:47:45 PM
ID1: P0000000019  ID2: d12a6641-4d0c-48bd-aeac-668fa5facce1  ID3: 
No. of Channels / Multichromatics: 1
No. of Intervals: 1
Configuration: Absorbance
Used wavelengths, gain values and path length correction factor:
  1: 600nm                                          0/0     1.7006
  2: -                                              
  3: -                                              
  4: -                                              
  5: -                                              
Focal height [mm]: -
header_end

Chromatic: 1
Interval: 1
Time [s]: 0
A01:    0.206
A02:    0.35 
A03:    0.354
A04:    0.241
A05:    0.247
A06:    0.376
A07:    0.353
A08:    0.398
A09:    0.274
A10:    0.318
A11:    0.424
A12:    0.263
B01:    0.408
B02:    0.412
B03:    0.252
B04:    0.317
B05:    0.497
B06:    0.495
B07:    0.24 
B08:    0.332
B09:    0.209
B10:    0.226
B11:    0.455
B12:    0.468
C01:    0.277
C02:    0.391
C03:    0.377
C04:    0.358
C05:    0.329
C06:    0.166
C07:    0.192
C08:    0.309
C09:    0.151
C10:    0.159
C11:    0.392
C12:    0.282
D01:    0.276
D02:    0.267
D03:    0.449
D04:    0.284
D05:    0.166
D06:    0.47 
D07:    0.384
D08:    0.382
D09:    0.446
D10:    0.158
D11:    0.163
D12:    0.308
E01:    0.213
E02:    0.226
E03:    0.476
E04:    0.418
E05:    0.417
E06:    0.442
E07:    0.502
E08:    0.276
E09:    0.261
E10:    0.149
E11:    0.456
E12:    0.14 
F01:    0.143
F02:    0.261
F03:    0.152
F04:    0.361
F05:    0.327
F06:    0.261
F07:    0.269
F08:    0.266
F09:    0.432
F10:    0.29 
F11:    0.378
F12:    0.124
G01:    0.292
G02:    0.141
G03:    0.184
G04:    0.151
G05:    0.281
G06:    0.171
G07:    0.504
G08:    0.292
G09:    0.462
G10:    0.262
G11:    0.122
G12:    0.145
H01:    0.304
H02:    0.316
H03:    0.358
H04:    0.145
H05:    0.351
H06:    0.14 
H07:    0.188
H08:    0.278
H09:    0.146
H10:    0.38 
H11:    0.138
H12:    0.428

