Testname: FB_OD600scan_96well
Date: 12/9/2025  Time: 1:47:59 AM
ID1: P0000000021  ID2: d12a6641-4d0c-48bd-aeac-668fa5facce1  ID3: 
No. of Channels / Multichromatics: 1
No. of Intervals: 1
Configuration: Absorbance
Used wavelengths, gain values and path length correction factor:
  1: 600nm                                          0/0     1.7006
  2: -                                              
  3: -                                              
  4: -                                              
  5: -                                              
Focal height [mm]: -
header_end

Chromatic: 1
Interval: 1
Time [s]: 0
A01:    0.152
A02:    0.175
A03:    0.175
A04:    0.18 
A05:    0.375
A06:    0.193
A07:    0.246
A08:    0.185
A09:    0.211
A10:    0.178
A11:    0.195
A12:    0.148
B01:    0.144
B02:    0.301
B03:    0.471
B04:    0.154
B05:    0.256
B06:    0.221
B07:    0.194
B08:    0.14 
B09:    0.164
B10:    0.267
B11:    0.412
B12:    0.151
C01:    0.141
C02:    0.146
C03:    0.429
C04:    0.175
C05:    0.151
C06:    0.265
C07:    0.377
C08:    0.49 
C09:    0.202
C10:    0.377
C11:    0.239
C12:    0.478
D01:    0.221
D02:    0.146
D03:    0.17 
D04:    0.238
D05:    0.218
D06:    0.181
D07:    0.163
D08:    0.302
D09:    0.161
D10:    0.154
D11:    0.262
D12:    0.14 
E01:    0.126
E02:    0.314
E03:    0.336
E04:    0.141
E05:    0.467
E06:    0.194
E07:    0.164
E08:    0.241
E09:    0.181
E10:    0.397
E11:    0.149
E12:    0.283
F01:    0.135
F02:    0.293
F03:    0.194
F04:    0.144
F05:    0.15 
F06:    0.251
F07:    0.219
F08:    0.145
F09:    0.355
F10:    0.183
F11:    0.308
F12:    0.233
G01:    0.217
G02:    0.157
G03:    0.244
G04:    0.391
G05:    0.146
G06:    0.157
G07:    0.16 
G08:    0.151
G09:    0.125
G10:    0.133
G11:    0.136
G12:    0.143
H01:    0.187
H02:    0.116
H03:    0.262
H04:    0.506
H05:    0.15 
H06:    0.155
H07:    0.141
H08:    0.148
H09:    0.103
H10:    0.106
H11:    0.425
H12:    0.178

