Testname: FB_OD600scan_96well
Date: 12/9/2025  Time: 8:48:40 AM
ID1: P0000000009  ID2: d12a6641-4d0c-48bd-aeac-668fa5facce1  ID3: 
No. of Channels / Multichromatics: 1
No. of Intervals: 1
Configuration: Absorbance
Used wavelengths, gain values and path length correction factor:
  1: 600nm                                          0/0     1.7006
  2: -                                              
  3: -                                              
  4: -                                              
  5: -                                              
Focal height [mm]: -
header_end

Chromatic: 1
Interval: 1
Time [s]: 0
A01:    0.155
A02:    0.194
A03:    0.209
A04:    0.288
A05:    0.454
A06:    0.279
A07:    0.637
A08:    0.222
A09:    0.213
A10:    0.238
A11:    0.652
A12:    0.227
B01:    0.209
B02:    0.642
B03:    0.506
B04:    0.333
B05:    0.313
B06:    0.534
B07:    0.165
B08:    0.218
B09:    0.198
B10:    0.705
B11:    0.88 
B12:    0.138
C01:    0.255
C02:    0.58 
C03:    0.489
C04:    0.435
C05:    0.163
C06:    0.424
C07:    0.907
C08:    0.532
C09:    0.38 
C10:    1.02 
C11:    0.332
C12:    0.513
D01:    0.239
D02:    0.169
D03:    0.373
D04:    0.292
D05:    0.373
D06:    0.259
D07:    0.254
D08:    0.358
D09:    0.323
D10:    0.239
D11:    0.256
D12:    0.127
E01:    0.104
E02:    0.545
E03:    0.598
E04:    0.156
E05:    0.433
E06:    0.345
E07:    0.287
E08:    0.387
E09:    0.534
E10:    0.47 
E11:    0.18 
E12:    0.347
F01:    0.096
F02:    0.428
F03:    0.546
F04:    0.362
F05:    0.227
F06:    0.328
F07:    0.395
F08:    0.302
F09:    0.788
F10:    0.334
F11:    0.377
F12:    0.395
G01:    0.422
G02:    0.689
G03:    0.735
G04:    0.433
G05:    0.145
G06:    0.766
G07:    0.224
G08:    0.155
G09:    0.2  
G10:    0.388
G11:    0.161
G12:    0.235
H01:    0.227
H02:    0.484
H03:    0.149
H04:    0.367
H05:    0.237
H06:    0.137
H07:    0.163
H08:    0.25 
H09:    0.262
H10:    0.178
H11:    0.524
H12:    0.369

