Testname: FB_OD600scan_96well
Date: 12/8/2025  Time: 4:25:34 PM
ID1: P0000000023  ID2: d12a6641-4d0c-48bd-aeac-668fa5facce1  ID3: 
No. of Channels / Multichromatics: 1
No. of Intervals: 1
Configuration: Absorbance
Used wavelengths, gain values and path length correction factor:
  1: 600nm                                          0/0     1.7006
  2: -                                              
  3: -                                              
  4: -                                              
  5: -                                              
Focal height [mm]: -
header_end

Chromatic: 1
Interval: 1
Time [s]: 0
A01:    0.137
A02:    0.166
A03:    0.178
A04:    0.185
A05:    0.144
A06:    0.193
A07:    0.149
A08:    0.187
A09:    0.184
A10:    0.188
A11:    0.196
A12:    0.184
B01:    0.104
B02:    0.123
B03:    0.106
B04:    0.113
B05:    0.105
B06:    0.127
B07:    0.102
B08:    0.105
B09:    0.132
B10:    0.111
B11:    0.096
B12:    0.137
C01:    0.128
C02:    0.115
C03:    0.126
C04:    0.117
C05:    0.096
C06:    0.108
C07:    0.127
C08:    0.108
C09:    0.117
C10:    0.112
C11:    0.141
C12:    0.131
D01:    0.149
D02:    0.119
D03:    0.127
D04:    0.122
D05:    0.129
D06:    0.114
D07:    0.108
D08:    0.127
D09:    0.106
D10:    0.107
D11:    0.111
D12:    0.104
E01:    0.138
E02:    0.108
E03:    0.127
E04:    0.117
E05:    0.11 
E06:    0.117
E07:    0.118
E08:    0.12 
E09:    0.114
E10:    0.122
E11:    0.156
E12:    0.117
F01:    0.099
F02:    0.112
F03:    0.129
F04:    0.161
F05:    0.117
F06:    0.117
F07:    0.115
F08:    0.112
F09:    0.121
F10:    0.102
F11:    0.119
F12:    0.107
G01:    0.103
G02:    0.1  
G03:    0.118
G04:    0.108
G05:    0.106
G06:    0.148
G07:    0.115
G08:    0.12 
G09:    0.103
G10:    0.116
G11:    0.105
G12:    0.107
H01:    0.113
H02:    0.098
H03:    0.104
H04:    0.115
H05:    0.097
H06:    0.127
H07:    0.115
H08:    0.104
H09:    0.1  
H10:    0.101
H11:    0.105
H12:    0.12 

