Testname: FB_OD600scan_96well
Date: 12/9/2025  Time: 8:45:42 AM
ID1: P0000000010  ID2: d12a6641-4d0c-48bd-aeac-668fa5facce1  ID3: 
No. of Channels / Multichromatics: 1
No. of Intervals: 1
Configuration: Absorbance
Used wavelengths, gain values and path length correction factor:
  1: 600nm                                          0/0     1.7006
  2: -                                              
  3: -                                              
  4: -                                              
  5: -                                              
Focal height [mm]: -
header_end

Chromatic: 1
Interval: 1
Time [s]: 0
A01:    0.151
A02:    0.194
A03:    0.226
A04:    0.286
A05:    0.449
A06:    0.273
A07:    0.605
A08:    0.22 
A09:    0.222
A10:    0.233
A11:    0.637
A12:    0.17 
B01:    0.236
B02:    0.816
B03:    0.5  
B04:    0.294
B05:    0.323
B06:    0.524
B07:    0.237
B08:    0.17 
B09:    0.194
B10:    0.767
B11:    1.048
B12:    0.139
C01:    0.25 
C02:    0.551
C03:    0.487
C04:    0.426
C05:    0.148
C06:    0.399
C07:    1.05 
C08:    0.529
C09:    0.376
C10:    0.959
C11:    0.332
C12:    0.521
D01:    0.241
D02:    0.215
D03:    0.324
D04:    0.279
D05:    0.35 
D06:    0.227
D07:    0.242
D08:    0.352
D09:    0.317
D10:    0.221
D11:    0.245
D12:    0.141
E01:    0.126
E02:    0.66 
E03:    0.641
E04:    0.151
E05:    0.457
E06:    0.352
E07:    0.291
E08:    0.394
E09:    0.499
E10:    0.455
E11:    0.241
E12:    0.341
F01:    0.129
F02:    0.388
F03:    0.584
F04:    0.398
F05:    0.239
F06:    0.344
F07:    0.41 
F08:    0.31 
F09:    0.829
F10:    0.224
F11:    0.352
F12:    0.415
G01:    0.334
G02:    0.589
G03:    0.746
G04:    0.441
G05:    0.148
G06:    0.493
G07:    0.244
G08:    0.15 
G09:    0.191
G10:    0.368
G11:    0.177
G12:    0.369
H01:    0.381
H02:    0.617
H03:    0.288
H04:    0.408
H05:    0.242
H06:    0.164
H07:    0.159
H08:    0.231
H09:    0.243
H10:    0.173
H11:    0.482
H12:    0.494

