Testname: FB_OD600scan_96well
Date: 12/10/2025  Time: 7:02:08 PM
ID1: P0000000004  ID2: d12a6641-4d0c-48bd-aeac-668fa5facce1  ID3: 
No. of Channels / Multichromatics: 1
No. of Intervals: 1
Configuration: Absorbance
Used wavelengths, gain values and path length correction factor:
  1: 600nm                                          0/0     1.7006
  2: -                                              
  3: -                                              
  4: -                                              
  5: -                                              
Focal height [mm]: -
header_end

Chromatic: 1
Interval: 1
Time [s]: 0
A01:    0.373
A02:    0.341
A03:    0.338
A04:    0.367
A05:    0.265
A06:    0.394
A07:    0.362
A08:    0.45 
A09:    0.264
A10:    0.278
A11:    0.42 
A12:    0.207
B01:    0.359
B02:    0.354
B03:    0.222
B04:    0.293
B05:    0.341
B06:    0.347
B07:    0.28 
B08:    0.321
B09:    0.21 
B10:    0.164
B11:    0.407
B12:    0.453
C01:    0.377
C02:    0.376
C03:    0.336
C04:    0.286
C05:    0.299
C06:    0.184
C07:    0.19 
C08:    0.339
C09:    0.163
C10:    0.221
C11:    0.318
C12:    0.374
D01:    0.274
D02:    0.193
D03:    0.439
D04:    0.311
D05:    0.156
D06:    0.361
D07:    0.375
D08:    0.332
D09:    0.418
D10:    0.148
D11:    0.233
D12:    0.316
E01:    0.238
E02:    0.187
E03:    0.418
E04:    0.405
E05:    0.391
E06:    0.388
E07:    0.392
E08:    0.229
E09:    0.277
E10:    0.142
E11:    0.377
E12:    0.13 
F01:    0.148
F02:    0.198
F03:    0.289
F04:    0.339
F05:    0.362
F06:    0.203
F07:    0.241
F08:    0.234
F09:    0.409
F10:    0.257
F11:    0.326
F12:    0.127
G01:    0.331
G02:    0.139
G03:    0.144
G04:    0.141
G05:    0.28 
G06:    0.138
G07:    0.355
G08:    0.282
G09:    0.413
G10:    0.253
G11:    0.148
G12:    0.125
H01:    0.314
H02:    0.319
H03:    0.378
H04:    0.148
H05:    0.301
H06:    0.142
H07:    0.302
H08:    0.337
H09:    0.158
H10:    0.362
H11:    0.14 
H12:    0.488

