0.079, 0.041, 0.083, 0.078, 0.138, 0.122, 0.034, 0.047, 0.213, 0.029, 0.235, 0.064, 0.125, 0.064, 0.059, 0.114, 0.069, 0.057, 0.034, 0.042, 0.032, 0.110, 0.031, 0.104
0.035, 0.035, 0.073, 0.034, 0.041, 0.037, 0.044, 0.035, 0.088, 0.036, 0.078, 0.036, 0.197, 0.036, 0.034, 0.037, 0.043, 0.035, 0.029, 0.035, 0.036, 0.035, 0.028, 0.038
0.036, 0.119, 0.064, 0.124, 0.183, 0.033, 0.142, 0.042, 0.167, 0.132, 0.034, 0.131, 0.030, 0.046, 0.105, 0.061, 0.132, 0.039, 0.069, 0.033, 0.150, 0.106, 0.029, 0.075
0.073, 0.037, 0.203, 0.035, 0.136, 0.037, 0.113, 0.035, 0.158, 0.034, 0.034, 0.034, 0.030, 0.036, 0.036, 0.034, 0.029, 0.035, 0.085, 0.034, 0.123, 0.034, 0.026, 0.037
0.120, 0.045, 0.035, 0.086, 0.039, 0.044, 0.039, 0.077, 0.030, 0.034, 0.112, 0.033, 0.030, 0.028, 0.089, 0.061, 0.088, 0.033, 0.033, 0.026, 0.033, 0.092, 0.119, 0.031
0.042, 0.035, 0.194, 0.033, 0.136, 0.038, 0.106, 0.033, 0.032, 0.037, 0.070, 0.034, 0.114, 0.034, 0.134, 0.034, 0.043, 0.037, 0.078, 0.035, 0.063, 0.035, 0.135, 0.034
0.171, 0.048, 0.030, 0.047, 0.031, 0.118, 0.034, 0.041, 0.038, 0.030, 0.177, 0.124, 0.155, 0.075, 0.032, 0.059, 0.052, 0.114, 0.150, 0.029, 0.030, 0.044, 0.136, 0.035
0.057, 0.058, 0.043, 0.034, 0.061, 0.034, 0.111, 0.036, 0.075, 0.038, 0.035, 0.035, 0.036, 0.033, 0.085, 0.035, 0.073, 0.032, 0.056, 0.034, 0.033, 0.034, 0.029, 0.033
0.034, 0.036, 0.160, 0.035, 0.059, 0.129, 0.115, 0.124, 0.056, 0.121, 0.131, 0.129, 0.032, 0.110, 0.047, 0.108, 0.120, 0.055, 0.065, 0.024, 0.084, 0.125, 0.111, 0.027
0.033, 0.037, 0.115, 0.034, 0.089, 0.037, 0.032, 0.037, 0.116, 0.035, 0.049, 0.036, 0.085, 0.035, 0.054, 0.035, 0.062, 0.035, 0.102, 0.034, 0.032, 0.035, 0.044, 0.033
0.039, 0.027, 0.117, 0.030, 0.127, 0.032, 0.098, 0.104, 0.078, 0.032, 0.072, 0.061, 0.050, 0.045, 0.047, 0.075, 0.068, 0.137, 0.132, 0.046, 0.040, 0.099, 0.034, 0.027
0.033, 0.035, 0.105, 0.032, 0.064, 0.033, 0.159, 0.036, 0.061, 0.036, 0.060, 0.037, 0.088, 0.036, 0.051, 0.037, 0.147, 0.035, 0.068, 0.033, 0.074, 0.033, 0.048, 0.033
0.135, 0.067, 0.054, 0.034, 0.032, 0.029, 0.074, 0.034, 0.037, 0.039, 0.079, 0.043, 0.112, 0.063, 0.032, 0.064, 0.074, 0.034, 0.153, 0.031, 0.144, 0.032, 0.131, 0.029
0.050, 0.037, 0.116, 0.034, 0.165, 0.034, 0.141, 0.036, 0.028, 0.037, 0.092, 0.031, 0.029, 0.035, 0.030, 0.036, 0.037, 0.031, 0.070, 0.038, 0.038, 0.034, 0.040, 0.033
0.041, 0.069, 0.034, 0.046, 0.030, 0.166, 0.116, 0.032, 0.034, 0.047, 0.040, 0.028, 0.037, 0.086, 0.028, 0.071, 0.028, 0.033, 0.144, 0.067, 0.058, 0.029, 0.062, 0.116
0.126, 0.036, 0.132, 0.035, 0.043, 0.035, 0.157, 0.038, 0.084, 0.034, 0.036, 0.036, 0.036, 0.032, 0.034, 0.032, 0.101, 0.034, 0.057, 0.034, 0.120, 0.039, 0.085, 0.033

