0.080, 0.040, 0.080, 0.075, 0.127, 0.119, 0.036, 0.050, 0.194, 0.032, 0.224, 0.063, 0.121, 0.060, 0.055, 0.114, 0.067, 0.052, 0.037, 0.050, 0.041, 0.108, 0.029, 0.104
0.034, 0.036, 0.074, 0.037, 0.037, 0.038, 0.045, 0.036, 0.081, 0.035, 0.080, 0.037, 0.183, 0.038, 0.034, 0.040, 0.040, 0.038, 0.034, 0.039, 0.034, 0.037, 0.029, 0.038
0.034, 0.114, 0.065, 0.105, 0.173, 0.036, 0.133, 0.043, 0.154, 0.120, 0.032, 0.124, 0.031, 0.046, 0.097, 0.061, 0.121, 0.042, 0.067, 0.037, 0.145, 0.098, 0.030, 0.074
0.075, 0.035, 0.195, 0.037, 0.126, 0.039, 0.110, 0.037, 0.155, 0.047, 0.033, 0.038, 0.036, 0.037, 0.041, 0.037, 0.028, 0.037, 0.086, 0.037, 0.120, 0.036, 0.033, 0.038
0.118, 0.040, 0.036, 0.086, 0.042, 0.049, 0.044, 0.072, 0.035, 0.037, 0.105, 0.029, 0.029, 0.028, 0.097, 0.055, 0.087, 0.033, 0.035, 0.031, 0.034, 0.091, 0.120, 0.033
0.043, 0.038, 0.195, 0.036, 0.126, 0.037, 0.103, 0.035, 0.034, 0.038, 0.070, 0.037, 0.118, 0.036, 0.128, 0.036, 0.039, 0.034, 0.076, 0.037, 0.112, 0.036, 0.132, 0.036
0.166, 0.046, 0.033, 0.049, 0.033, 0.109, 0.034, 0.040, 0.032, 0.033, 0.162, 0.122, 0.153, 0.073, 0.033, 0.058, 0.053, 0.109, 0.132, 0.033, 0.033, 0.043, 0.135, 0.038
0.058, 0.034, 0.041, 0.036, 0.059, 0.037, 0.106, 0.037, 0.079, 0.034, 0.038, 0.036, 0.036, 0.036, 0.087, 0.039, 0.073, 0.036, 0.061, 0.038, 0.039, 0.034, 0.028, 0.038
0.035, 0.038, 0.146, 0.037, 0.060, 0.118, 0.116, 0.120, 0.059, 0.119, 0.132, 0.123, 0.034, 0.109, 0.048, 0.106, 0.122, 0.045, 0.069, 0.030, 0.088, 0.122, 0.124, 0.029
0.035, 0.035, 0.111, 0.037, 0.093, 0.036, 0.033, 0.037, 0.120, 0.036, 0.057, 0.039, 0.084, 0.038, 0.059, 0.036, 0.062, 0.037, 0.102, 0.035, 0.037, 0.035, 0.039, 0.036
0.039, 0.037, 0.108, 0.032, 0.131, 0.031, 0.096, 0.099, 0.079, 0.035, 0.069, 0.059, 0.055, 0.044, 0.038, 0.065, 0.069, 0.130, 0.127, 0.045, 0.041, 0.099, 0.038, 0.036
0.039, 0.035, 0.109, 0.036, 0.057, 0.038, 0.149, 0.037, 0.056, 0.036, 0.063, 0.035, 0.092, 0.035, 0.051, 0.040, 0.151, 0.035, 0.043, 0.035, 0.082, 0.036, 0.049, 0.048
0.133, 0.059, 0.053, 0.033, 0.030, 0.032, 0.072, 0.034, 0.037, 0.037, 0.074, 0.042, 0.100, 0.059, 0.032, 0.066, 0.075, 0.034, 0.143, 0.036, 0.142, 0.029, 0.126, 0.029
0.051, 0.037, 0.123, 0.036, 0.154, 0.037, 0.138, 0.038, 0.029, 0.037, 0.114, 0.035, 0.034, 0.036, 0.027, 0.036, 0.041, 0.034, 0.067, 0.037, 0.040, 0.037, 0.044, 0.037
0.043, 0.068, 0.036, 0.049, 0.032, 0.161, 0.106, 0.032, 0.030, 0.043, 0.036, 0.032, 0.039, 0.080, 0.030, 0.067, 0.030, 0.030, 0.126, 0.069, 0.048, 0.032, 0.064, 0.110
0.116, 0.038, 0.120, 0.034, 0.046, 0.037, 0.149, 0.035, 0.080, 0.037, 0.036, 0.034, 0.054, 0.037, 0.043, 0.037, 0.100, 0.036, 0.063, 0.034, 0.125, 0.037, 0.089, 0.038

