0.088, 0.035, 0.107, 0.078, 0.140, 0.114, 0.045, 0.064, 0.216, 0.042, 0.213, 0.079, 0.153, 0.064, 0.093, 0.106, 0.116, 0.035, 0.050, 0.093, 0.035, 0.110, 0.026, 0.079
0.033, 0.034, 0.090, 0.033, 0.037, 0.034, 0.041, 0.032, 0.087, 0.034, 0.093, 0.034, 0.194, 0.035, 0.031, 0.036, 0.042, 0.036, 0.036, 0.033, 0.027, 0.034, 0.024, 0.035
0.034, 0.117, 0.083, 0.116, 0.162, 0.038, 0.133, 0.043, 0.177, 0.137, 0.117, 0.128, 0.027, 0.046, 0.099, 0.073, 0.155, 0.032, 0.078, 0.030, 0.143, 0.097, 0.028, 0.036
0.062, 0.031, 0.265, 0.032, 0.137, 0.032, 0.158, 0.034, 0.230, 0.032, 0.090, 0.033, 0.031, 0.035, 0.037, 0.035, 0.028, 0.032, 0.170, 0.034, 0.220, 0.033, 0.026, 0.031
0.137, 0.044, 0.032, 0.104, 0.034, 0.086, 0.033, 0.073, 0.029, 0.036, 0.169, 0.034, 0.032, 0.027, 0.043, 0.078, 0.060, 0.070, 0.030, 0.028, 0.032, 0.089, 0.121, 0.031
0.045, 0.034, 0.154, 0.033, 0.134, 0.034, 0.158, 0.031, 0.035, 0.033, 0.177, 0.030, 0.249, 0.036, 0.145, 0.032, 0.040, 0.033, 0.241, 0.033, 0.170, 0.034, 0.127, 0.031
0.174, 0.065, 0.029, 0.064, 0.030, 0.116, 0.056, 0.041, 0.052, 0.027, 0.167, 0.130, 0.145, 0.085, 0.029, 0.082, 0.056, 0.130, 0.124, 0.025, 0.030, 0.028, 0.134, 0.029
0.037, 0.032, 0.035, 0.032, 0.132, 0.030, 0.163, 0.031, 0.055, 0.032, 0.034, 0.031, 0.034, 0.033, 0.089, 0.032, 0.080, 0.033, 0.034, 0.034, 0.028, 0.031, 0.025, 0.033
0.056, 0.032, 0.144, 0.033, 0.052, 0.127, 0.127, 0.193, 0.049, 0.140, 0.123, 0.133, 0.034, 0.113, 0.054, 0.101, 0.125, 0.040, 0.057, 0.026, 0.080, 0.123, 0.115, 0.028
0.033, 0.034, 0.242, 0.032, 0.230, 0.036, 0.026, 0.032, 0.121, 0.032, 0.065, 0.033, 0.185, 0.033, 0.059, 0.033, 0.093, 0.031, 0.101, 0.032, 0.033, 0.033, 0.050, 0.033
0.041, 0.026, 0.106, 0.029, 0.151, 0.030, 0.116, 0.098, 0.137, 0.066, 0.109, 0.065, 0.066, 0.043, 0.071, 0.076, 0.077, 0.133, 0.136, 0.055, 0.051, 0.103, 0.060, 0.023
0.033, 0.033, 0.130, 0.036, 0.035, 0.031, 0.222, 0.029, 0.140, 0.034, 0.081, 0.032, 0.140, 0.030, 0.073, 0.033, 0.214, 0.030, 0.057, 0.033, 0.080, 0.029, 0.074, 0.033
0.102, 0.073, 0.048, 0.026, 0.030, 0.027, 0.165, 0.024, 0.069, 0.030, 0.066, 0.032, 0.135, 0.043, 0.029, 0.067, 0.134, 0.031, 0.136, 0.040, 0.136, 0.026, 0.173, 0.022
0.064, 0.029, 0.174, 0.031, 0.228, 0.031, 0.126, 0.033, 0.030, 0.031, 0.206, 0.034, 0.030, 0.032, 0.037, 0.032, 0.050, 0.035, 0.090, 0.031, 0.030, 0.033, 0.062, 0.037
0.035, 0.051, 0.078, 0.110, 0.037, 0.162, 0.083, 0.029, 0.026, 0.075, 0.037, 0.029, 0.040, 0.040, 0.025, 0.063, 0.033, 0.025, 0.044, 0.070, 0.033, 0.025, 0.030, 0.100
0.154, 0.034, 0.195, 0.033, 0.038, 0.031, 0.160, 0.031, 0.117, 0.032, 0.027, 0.033, 0.040, 0.032, 0.035, 0.037, 0.059, 0.036, 0.053, 0.035, 0.134, 0.034, 0.043, 0.032

