0.058, 0.059, 0.175, 0.100, 0.112, 0.092, 0.081, 0.122, 0.175, 0.074, 0.196, 0.122, 0.154, 0.084, 0.110, 0.123, 0.118, 0.054, 0.120, 0.093, 0.031, 0.117, 0.036, 0.078
0.034, 0.036, 0.170, 0.036, 0.100, 0.038, 0.153, 0.037, 0.113, 0.038, 0.140, 0.036, 0.182, 0.037, 0.038, 0.037, 0.041, 0.036, 0.142, 0.036, 0.125, 0.037, 0.029, 0.036
0.036, 0.098, 0.156, 0.104, 0.155, 0.049, 0.132, 0.055, 0.173, 0.114, 0.106, 0.112, 0.031, 0.044, 0.163, 0.117, 0.170, 0.053, 0.154, 0.044, 0.163, 0.126, 0.029, 0.114
0.220, 0.033, 0.207, 0.034, 0.146, 0.037, 0.211, 0.038, 0.206, 0.038, 0.153, 0.035, 0.032, 0.037, 0.041, 0.037, 0.037, 0.036, 0.231, 0.036, 0.174, 0.035, 0.028, 0.032
0.134, 0.095, 0.031, 0.123, 0.074, 0.080, 0.036, 0.085, 0.033, 0.043, 0.209, 0.033, 0.031, 0.031, 0.103, 0.105, 0.126, 0.097, 0.128, 0.030, 0.033, 0.116, 0.163, 0.071
0.095, 0.033, 0.271, 0.038, 0.135, 0.035, 0.143, 0.033, 0.032, 0.034, 0.153, 0.034, 0.219, 0.037, 0.151, 0.035, 0.088, 0.034, 0.228, 0.036, 0.212, 0.033, 0.139, 0.033
0.171, 0.058, 0.032, 0.122, 0.212, 0.133, 0.126, 0.052, 0.128, 0.033, 0.155, 0.148, 0.155, 0.113, 0.030, 0.111, 0.188, 0.138, 0.153, 0.037, 0.032, 0.044, 0.126, 0.040
0.140, 0.035, 0.089, 0.034, 0.205, 0.036, 0.162, 0.031, 0.085, 0.038, 0.035, 0.036, 0.034, 0.039, 0.095, 0.034, 0.149, 0.034, 0.191, 0.034, 0.106, 0.041, 0.032, 0.035
0.109, 0.038, 0.146, 0.035, 0.156, 0.162, 0.113, 0.146, 0.119, 0.135, 0.154, 0.140, 0.101, 0.123, 0.112, 0.095, 0.155, 0.055, 0.154, 0.104, 0.157, 0.146, 0.131, 0.029
0.036, 0.033, 0.216, 0.031, 0.193, 0.035, 0.051, 0.033, 0.134, 0.034, 0.160, 0.036, 0.209, 0.034, 0.157, 0.035, 0.151, 0.036, 0.087, 0.037, 0.031, 0.033, 0.095, 0.035
0.088, 0.032, 0.127, 0.040, 0.149, 0.044, 0.134, 0.087, 0.163, 0.110, 0.154, 0.068, 0.098, 0.034, 0.090, 0.085, 0.120, 0.120, 0.116, 0.073, 0.196, 0.107, 0.091, 0.023
0.035, 0.033, 0.133, 0.036, 0.235, 0.035, 0.204, 0.041, 0.148, 0.035, 0.138, 0.034, 0.196, 0.034, 0.134, 0.034, 0.168, 0.034, 0.071, 0.033, 0.060, 0.038, 0.111, 0.035
0.142, 0.088, 0.143, 0.037, 0.028, 0.029, 0.171, 0.032, 0.073, 0.038, 0.154, 0.034, 0.244, 0.157, 0.029, 0.083, 0.169, 0.144, 0.204, 0.042, 0.158, 0.029, 0.153, 0.030
0.128, 0.035, 0.252, 0.035, 0.196, 0.033, 0.143, 0.035, 0.035, 0.035, 0.275, 0.033, 0.097, 0.035, 0.053, 0.033, 0.055, 0.033, 0.197, 0.035, 0.158, 0.035, 0.102, 0.035
0.035, 0.069, 0.094, 0.097, 0.032, 0.161, 0.079, 0.031, 0.058, 0.082, 0.064, 0.035, 0.093, 0.049, 0.029, 0.074, 0.164, 0.033, 0.101, 0.080, 0.034, 0.031, 0.034, 0.118
0.223, 0.036, 0.239, 0.035, 0.046, 0.034, 0.119, 0.035, 0.149, 0.038, 0.035, 0.038, 0.058, 0.035, 0.059, 0.037, 0.122, 0.039, 0.140, 0.037, 0.132, 0.037, 0.158, 0.035

