0.057, 0.062, 0.166, 0.098, 0.102, 0.117, 0.102, 0.126, 0.186, 0.031, 0.204, 0.124, 0.159, 0.075, 0.113, 0.125, 0.148, 0.079, 0.086, 0.094, 0.032, 0.131, 0.030, 0.095
0.032, 0.036, 0.178, 0.036, 0.097, 0.035, 0.142, 0.036, 0.114, 0.036, 0.145, 0.035, 0.183, 0.036, 0.043, 0.037, 0.049, 0.036, 0.133, 0.035, 0.034, 0.035, 0.029, 0.037
0.038, 0.121, 0.166, 0.106, 0.170, 0.044, 0.143, 0.053, 0.170, 0.118, 0.156, 0.121, 0.033, 0.044, 0.165, 0.115, 0.160, 0.092, 0.163, 0.050, 0.164, 0.111, 0.034, 0.108
0.214, 0.033, 0.214, 0.034, 0.138, 0.037, 0.218, 0.034, 0.220, 0.035, 0.091, 0.034, 0.031, 0.036, 0.043, 0.035, 0.040, 0.033, 0.238, 0.035, 0.218, 0.037, 0.030, 0.035
0.140, 0.107, 0.039, 0.124, 0.058, 0.077, 0.149, 0.093, 0.035, 0.040, 0.207, 0.033, 0.032, 0.027, 0.105, 0.086, 0.125, 0.032, 0.110, 0.030, 0.033, 0.114, 0.171, 0.077
0.097, 0.035, 0.199, 0.035, 0.136, 0.034, 0.150, 0.035, 0.041, 0.036, 0.074, 0.033, 0.224, 0.034, 0.142, 0.037, 0.093, 0.036, 0.234, 0.034, 0.173, 0.033, 0.148, 0.033
0.175, 0.073, 0.034, 0.120, 0.182, 0.128, 0.110, 0.051, 0.107, 0.031, 0.163, 0.138, 0.161, 0.115, 0.031, 0.100, 0.194, 0.138, 0.163, 0.031, 0.035, 0.090, 0.148, 0.040
0.132, 0.033, 0.094, 0.035, 0.219, 0.034, 0.165, 0.036, 0.084, 0.034, 0.038, 0.035, 0.036, 0.035, 0.084, 0.035, 0.148, 0.033, 0.204, 0.035, 0.097, 0.036, 0.040, 0.037
0.100, 0.038, 0.152, 0.035, 0.159, 0.163, 0.108, 0.154, 0.121, 0.144, 0.164, 0.142, 0.090, 0.113, 0.120, 0.097, 0.161, 0.063, 0.170, 0.026, 0.166, 0.140, 0.165, 0.025
0.038, 0.034, 0.240, 0.036, 0.199, 0.036, 0.047, 0.034, 0.115, 0.036, 0.162, 0.035, 0.223, 0.031, 0.163, 0.036, 0.158, 0.035, 0.101, 0.035, 0.033, 0.034, 0.089, 0.037
0.080, 0.034, 0.139, 0.039, 0.158, 0.042, 0.136, 0.106, 0.169, 0.139, 0.158, 0.075, 0.094, 0.036, 0.072, 0.078, 0.104, 0.126, 0.121, 0.067, 0.178, 0.104, 0.103, 0.026
0.031, 0.033, 0.138, 0.036, 0.200, 0.032, 0.209, 0.033, 0.141, 0.036, 0.138, 0.035, 0.203, 0.035, 0.123, 0.034, 0.166, 0.034, 0.081, 0.034, 0.068, 0.034, 0.125, 0.031
0.146, 0.079, 0.153, 0.031, 0.031, 0.039, 0.178, 0.033, 0.086, 0.041, 0.155, 0.034, 0.271, 0.149, 0.031, 0.079, 0.171, 0.083, 0.220, 0.039, 0.160, 0.033, 0.162, 0.028
0.130, 0.036, 0.282, 0.037, 0.202, 0.035, 0.146, 0.035, 0.034, 0.036, 0.248, 0.035, 0.082, 0.033, 0.202, 0.035, 0.058, 0.034, 0.180, 0.034, 0.172, 0.032, 0.097, 0.034
0.043, 0.081, 0.083, 0.096, 0.034, 0.169, 0.103, 0.031, 0.040, 0.081, 0.063, 0.035, 0.086, 0.126, 0.030, 0.075, 0.032, 0.032, 0.139, 0.085, 0.097, 0.028, 0.152, 0.120
0.218, 0.033, 0.285, 0.036, 0.036, 0.035, 0.121, 0.036, 0.166, 0.033, 0.039, 0.036, 0.036, 0.035, 0.039, 0.034, 0.111, 0.034, 0.140, 0.035, 0.144, 0.035, 0.149, 0.037

