0.057, 0.064, 0.185, 0.106, 0.124, 0.100, 0.078, 0.129, 0.185, 0.081, 0.210, 0.128, 0.177, 0.087, 0.121, 0.128, 0.123, 0.059, 0.129, 0.095, 0.033, 0.122, 0.034, 0.082
0.028, 0.035, 0.174, 0.034, 0.107, 0.038, 0.165, 0.034, 0.122, 0.036, 0.152, 0.035, 0.194, 0.037, 0.040, 0.036, 0.040, 0.035, 0.154, 0.036, 0.126, 0.035, 0.029, 0.037
0.035, 0.106, 0.165, 0.109, 0.173, 0.054, 0.143, 0.057, 0.180, 0.125, 0.115, 0.111, 0.033, 0.044, 0.170, 0.120, 0.173, 0.056, 0.164, 0.044, 0.167, 0.128, 0.028, 0.114
0.214, 0.035, 0.221, 0.034, 0.159, 0.035, 0.224, 0.034, 0.216, 0.033, 0.156, 0.035, 0.028, 0.033, 0.042, 0.033, 0.031, 0.036, 0.248, 0.034, 0.139, 0.033, 0.028, 0.034
0.137, 0.103, 0.029, 0.126, 0.075, 0.079, 0.031, 0.084, 0.030, 0.044, 0.216, 0.026, 0.033, 0.030, 0.107, 0.107, 0.128, 0.105, 0.130, 0.031, 0.030, 0.109, 0.170, 0.073
0.096, 0.035, 0.275, 0.035, 0.139, 0.033, 0.149, 0.031, 0.031, 0.036, 0.163, 0.035, 0.233, 0.034, 0.159, 0.034, 0.093, 0.033, 0.244, 0.034, 0.134, 0.033, 0.147, 0.032
0.180, 0.057, 0.030, 0.130, 0.223, 0.135, 0.131, 0.049, 0.138, 0.027, 0.169, 0.148, 0.164, 0.120, 0.030, 0.116, 0.205, 0.135, 0.166, 0.036, 0.028, 0.044, 0.132, 0.048
0.145, 0.033, 0.095, 0.034, 0.217, 0.034, 0.173, 0.034, 0.092, 0.033, 0.036, 0.034, 0.036, 0.032, 0.092, 0.034, 0.150, 0.034, 0.192, 0.032, 0.111, 0.035, 0.035, 0.033
0.110, 0.035, 0.151, 0.036, 0.171, 0.184, 0.124, 0.165, 0.121, 0.140, 0.170, 0.145, 0.104, 0.129, 0.125, 0.097, 0.162, 0.050, 0.163, 0.111, 0.165, 0.145, 0.142, 0.029
0.036, 0.036, 0.229, 0.035, 0.211, 0.031, 0.054, 0.033, 0.140, 0.034, 0.151, 0.035, 0.224, 0.037, 0.178, 0.034, 0.154, 0.035, 0.097, 0.039, 0.033, 0.033, 0.097, 0.035
0.089, 0.033, 0.136, 0.041, 0.160, 0.047, 0.138, 0.095, 0.186, 0.120, 0.166, 0.066, 0.098, 0.035, 0.097, 0.086, 0.121, 0.132, 0.124, 0.067, 0.205, 0.105, 0.095, 0.033
0.031, 0.035, 0.138, 0.034, 0.248, 0.034, 0.213, 0.033, 0.164, 0.037, 0.152, 0.035, 0.209, 0.035, 0.138, 0.037, 0.172, 0.033, 0.077, 0.034, 0.061, 0.034, 0.125, 0.034
0.149, 0.096, 0.153, 0.034, 0.036, 0.032, 0.183, 0.033, 0.068, 0.036, 0.156, 0.032, 0.256, 0.164, 0.029, 0.083, 0.179, 0.156, 0.223, 0.035, 0.170, 0.028, 0.160, 0.028
0.131, 0.035, 0.270, 0.035, 0.213, 0.037, 0.156, 0.036, 0.039, 0.036, 0.298, 0.033, 0.096, 0.033, 0.057, 0.036, 0.053, 0.034, 0.209, 0.036, 0.164, 0.035, 0.107, 0.035
0.035, 0.072, 0.104, 0.100, 0.034, 0.175, 0.086, 0.032, 0.059, 0.091, 0.071, 0.033, 0.097, 0.043, 0.034, 0.083, 0.177, 0.041, 0.106, 0.083, 0.034, 0.028, 0.033, 0.132
0.234, 0.036, 0.256, 0.034, 0.048, 0.035, 0.128, 0.034, 0.161, 0.034, 0.036, 0.033, 0.054, 0.036, 0.043, 0.032, 0.121, 0.036, 0.151, 0.036, 0.142, 0.036, 0.163, 0.034

