Testname: FB_Chlorophyll_384
Date: 2/17/2026  Time: 3:54:42 PM (UTC--6)
ID1: b12_release_uptake_death1  ID2: plate2_hour94  ID3: 
No. of Channels / Multichromatics: 1
No. of Cycles: 1
Configuration: Fluorescence
Used filter settings and gain values:
  1: 400-100/700-100                                       auto
  2: -
  3: -
  4: -
  5: -
Focal height [mm]: 1.3

Chromatic: 1
Cycle: 1
A01:     3048
A02:     2489
A03:     1862
A04:     2061
A05:    11486
A06:    16627
A07:     3063
A08:     3473
A09:     8233
A10:    11460
A11:     2546
A12:     4221
A13:     3781
A14:     8493
A15:     2467
A16:     5194
A17:     6296
A18:    14505
A19:     2827
A20:     8641
A21:     3688
A22:     5431
A23:     2178
A24:     3045
B01:     2259
B02:     2028
B03:     2527
B04:     2044
B05:    13283
B06:    34277
B07:     2421
B08:     2177
B09:    17790
B10:    31263
B11:     2224
B12:     4974
B13:     7146
B14:    12864
B15:     6340
B16:    11035
B17:    18737
B18:    19510
B19:     3648
B20:    10264
B21:     9270
B22:    10969
B23:     2975
B24:     4417
C01:     1699
C02:     2193
C03:     2245
C04:     5545
C05:    10845
C06:    49236
C07:     1830
C08:     4891
C09:    19160
C10:    44879
C11:     3938
C12:     5526
C13:    11072
C14:    10965
C15:     7161
C16:     9916
C17:    10369
C18:    43878
C19:     7823
C20:    14953
C21:     5438
C22:    13020
C23:     3312
C24:     2344
D01:     2009
D02:     2184
D03:     2050
D04:     6710
D05:    17237
D06:    97593
D07:     3294
D08:     6892
D09:    10484
D10:    67561
D11:     2654
D12:     5733
D13:    11352
D14:    26311
D15:     6572
D16:     9667
D17:    16701
D18:    52128
D19:    14540
D20:    21969
D21:    12952
D22:    17566
D23:     2080
D24:     3740
E01:     6509
E02:    15839
E03:     3591
E04:     7625
E05:     2306
E06:     1803
E07:     8501
E08:    15189
E09:     2159
E10:     3471
E11:     3070
E12:     2892
E13:     3308
E14:     6172
E15:    16186
E16:    49759
E17:     2277
E18:     2334
E19:     3053
E20:     2392
E21:     4079
E22:     9252
E23:     2242
E24:     2408
F01:     7075
F02:    25547
F03:     6878
F04:    11675
F05:     1963
F06:     3032
F07:    16320
F08:    16349
F09:     2333
F10:     2404
F11:     2782
F12:     5586
F13:     3174
F14:     7027
F15:     8664
F16:    28277
F17:     2509
F18:     3015
F19:     2578
F20:     2036
F21:     6141
F22:    12689
F23:     2667
F24:     2617
G01:     3714
G02:    17025
G03:     6532
G04:    11487
G05:     2994
G06:     2770
G07:    15995
G08:    87227
G09:     2351
G10:     5717
G11:     2282
G12:     4660
G13:     5552
G14:    10865
G15:    12656
G16:    45481
G17:     2491
G18:     2844
G19:     2071
G20:     2111
G21:     6368
G22:    27444
G23:     2392
G24:     2763
H01:     7378
H02:    23797
H03:     6533
H04:    11366
H05:     2169
H06:     2270
H07:    19826
H08:    58366
H09:     2311
H10:     9141
H11:     2092
H12:     3892
H13:     3947
H14:    12355
H15:    12007
H16:    28234
H17:     2436
H18:     2770
H19:     1960
H20:     2154
H21:    10951
H22:    25141
H23:     2681
H24:     2396
I01:     2270
I02:     2695
I03:     2245
I04:     3254
I05:     9909
I06:    22331
I07:     1875
I08:     2551
I09:     6539
I10:    19899
I11:     2329
I12:     3367
I13:     4121
I14:     9412
I15:     4871
I16:     9941
I17:     8862
I18:    14616
I19:     4970
I20:    11289
I21:     4451
I22:     9720
I23:     2717
I24:     3707
J01:     3068
J02:     1580
J03:     3288
J04:     2892
J05:    12650
J06:    50677
J07:     3913
J08:     3791
J09:    12909
J10:    20425
J11:     1846
J12:     3881
J13:     5391
J14:    13254
J15:     5056
J16:     7371
J17:    14724
J18:    20150
J19:     6187
J20:    10400
J21:     4759
J22:    14562
J23:     4857
J24:     3166
K01:     2175
K02:     2925
K03:     4179
K04:     6620
K05:    14664
K06:    58665
K07:     2750
K08:     5828
K09:    14763
K10:    69663
K11:     2350
K12:     8758
K13:     7994
K14:    14115
K15:     4959
K16:    15253
K17:    13720
K18:    97866
K19:    11265
K20:    13179
K21:     7292
K22:    12352
K23:     2573
K24:     3133
L01:     2997
L02:     2361
L03:     2841
L04:     5334
L05:    16959
L06:   114475
L07:     2080
L08:     7294
L09:    21365
L10:   108869
L11:     2170
L12:     9655
L13:    10667
L14:    39564
L15:     8687
L16:    14128
L17:    12451
L18:    86833
L19:    18147
L20:    29744
L21:     9564
L22:    17458
L23:     2368
L24:     2631
M01:     5116
M02:    16464
M03:     6330
M04:     8911
M05:     2574
M06:     1866
M07:     6667
M08:    13811
M09:     2223
M10:     4287
M11:     3144
M12:     3216
M13:     3124
M14:     7982
M15:    14724
M16:    68671
M17:     3295
M18:     2878
M19:     2972
M20:     2207
M21:     5373
M22:     8481
M23:     2877
M24:     2637
N01:    10058
N02:    20981
N03:     7857
N04:    11384
N05:     3554
N06:     1863
N07:    13344
N08:    25646
N09:     3480
N10:     5756
N11:     3011
N12:     5379
N13:     2741
N14:     7690
N15:    12243
N16:    27014
N17:     3160
N18:     2326
N19:     2685
N20:     2807
N21:     8249
N22:    12324
N23:     2280
N24:     1852
O01:     6371
O02:    11011
O03:     4990
O04:     9426
O05:     2329
O06:     2298
O07:    17980
O08:    59718
O09:     3745
O10:     9164
O11:     3808
O12:     4076
O13:     3805
O14:     5910
O15:    10116
O16:    36975
O17:     2961
O18:     2819
O19:     2977
O20:     3262
O21:    11112
O22:    27239
O23:     3357
O24:     2847
P01:     4319
P02:    10640
P03:     5617
P04:     8314
P05:     3007
P06:     2379
P07:    27495
P08:   172845
P09:     4131
P10:     5918
P11:     2252
P12:     3908
P13:     5766
P14:     7902
P15:    10681
P16:    45236
P17:     2701
P18:     2340
P19:     3805
P20:     1665
P21:     8238
P22:    20402
P23:     3106
P24:     2675

