Testname: FB_Chlorophyll_384
Date: 2/16/2026  Time: 5:32:27 PM (UTC--6)
ID1: b12_release_uptake_death1  ID2: plate11_hour72  ID3: 
No. of Channels / Multichromatics: 1
No. of Cycles: 1
Configuration: Fluorescence
Used filter settings and gain values:
  1: 400-100/700-100                                       auto
  2: -
  3: -
  4: -
  5: -
Focal height [mm]: 1.3

Chromatic: 1
Cycle: 1
A01:     2200
A02:      850
A03:     1230
A04:     1642
A05:    19958
A06:   116046
A07:     1649
A08:     9291
A09:    15111
A10:    93752
A11:     1140
A12:     7311
A13:    11173
A14:    37834
A15:     5819
A16:    17251
A17:    10334
A18:    36853
A19:     1942
A20:     5930
A21:     8358
A22:    20662
A23:     1727
A24:     4378
B01:     1635
B02:     1213
B03:     3187
B04:     3497
B05:    83124
B06:   201285
B07:     8037
B08:    23628
B09:    64167
B10:   158634
B11:     5320
B12:    27517
B13:    51823
B14:   133289
B15:    13433
B16:    67359
B17:    47431
B18:   132037
B19:     4938
B20:    19706
B21:    29932
B22:    81488
B23:     2647
B24:     6642
C01:     2120
C02:      741
C03:     1088
C04:     1337
C05:    77261
C06:   214389
C07:     4784
C08:    20706
C09:    55706
C10:   182773
C11:     3470
C12:    10813
C13:    50499
C14:   115442
C15:     9731
C16:    33819
C17:    82953
C18:   169163
C19:    10568
C20:    33582
C21:    19015
C22:    72305
C23:     3579
C24:     5533
D01:     2492
D02:     1101
D03:     1848
D04:      869
D05:   105880
D06:   299118
D07:     3210
D08:    12429
D09:   100416
D10:   264368
D11:     2135
D12:     3742
D13:    66175
D14:   157024
D15:     8832
D16:    40317
D17:    99204
D18:   221581
D19:     5039
D20:    19952
D21:    21700
D22:    65393
D23:     3034
D24:     2696
E01:      735
E02:     5617
E03:     4684
E04:    18375
E05:     1068
E06:     1961
E07:    22807
E08:    74639
E09:     5644
E10:    28659
E11:      905
E12:     1867
E13:    11548
E14:    39523
E15:     1345
E16:      900
E17:     1065
E18:     1213
E19:     4016
E20:    18098
E21:    18167
E22:    61897
E23:     3584
E24:    10796
F01:     2513
F02:    13633
F03:    10244
F04:    27376
F05:      695
F06:     1687
F07:    56565
F08:   199470
F09:    10020
F10:    35910
F11:      763
F12:     2624
F13:    17464
F14:    71805
F15:     1447
F16:     1166
F17:      999
F18:     1678
F19:     6978
F20:    29600
F21:    28737
F22:   114474
F23:     3906
F24:     5931
G01:     2415
G02:    10540
G03:     4185
G04:    13774
G05:     1556
G06:     1774
G07:    82208
G08:   223658
G09:    21717
G10:    57384
G11:     1466
G12:     1620
G13:    24076
G14:    71089
G15:     1248
G16:     2298
G17:     1675
G18:     1066
G19:    11079
G20:    39034
G21:    37702
G22:   140517
G23:     3465
G24:     7441
H01:     2469
H02:    11734
H03:     9844
H04:    37017
H05:      965
H06:     1573
H07:   118217
H08:   306021
H09:    38146
H10:   104049
H11:     1394
H12:     2606
H13:    29784
H14:    92581
H15:     2666
H16:     3824
H17:      928
H18:     1189
H19:    12517
H20:    41876
H21:    68272
H22:   242181
H23:     6802
H24:     8827
I01:     1961
I02:     2136
I03:     2376
I04:     3825
I05:    32988
I06:   100694
I07:     4427
I08:    21201
I09:    22698
I10:    81369
I11:     4572
I12:    15286
I13:    19541
I14:    43136
I15:    12347
I16:    32931
I17:    23602
I18:    51515
I19:     3837
I20:    13512
I21:    16006
I22:    45326
I23:     1670
I24:     6928
J01:     1120
J02:     2073
J03:     2097
J04:     2676
J05:    77042
J06:   183119
J07:     6015
J08:    22622
J09:    54658
J10:   140746
J11:     5517
J12:    11639
J13:    40951
J14:    80612
J15:    16441
J16:    57727
J17:    47876
J18:   113491
J19:     5995
J20:    23439
J21:    24456
J22:    68475
J23:     2228
J24:     5702
K01:     1427
K02:     2067
K03:     2038
K04:     1973
K05:    69479
K06:   189684
K07:     5050
K08:    19573
K09:    61331
K10:   194427
K11:     2109
K12:    11619
K13:    48397
K14:   121297
K15:     8287
K16:    33680
K17:    55928
K18:   177190
K19:    12146
K20:    34445
K21:    13005
K22:    38834
K23:     2188
K24:     6429
L01:     1359
L02:      708
L03:     1096
L04:     1562
L05:   101592
L06:   251340
L07:     2582
L08:    12253
L09:   101724
L10:   341386
L11:      964
L12:     4146
L13:    67617
L14:   176791
L15:     7211
L16:    42142
L17:    86208
L18:   273664
L19:     7423
L20:    24958
L21:    20799
L22:    62141
L23:      614
L24:     4143
M01:     1822
M02:     4005
M03:     4890
M04:    21599
M05:      819
M06:      934
M07:    26806
M08:    70143
M09:     8241
M10:    25998
M11:     1248
M12:     2256
M13:    12874
M14:    29673
M15:     1424
M16:     1502
M17:     2390
M18:     1838
M19:     3422
M20:    18421
M21:    17610
M22:    55339
M23:     2801
M24:    12439
N01:     4177
N02:    15915
N03:    12312
N04:    45434
N05:     1567
N06:     2227
N07:    56901
N08:   131178
N09:     9153
N10:    35718
N11:     1826
N12:     1432
N13:    12915
N14:    50212
N15:     1145
N16:     8048
N17:     1152
N18:      658
N19:     4943
N20:    28878
N21:    28802
N22:    88886
N23:     3931
N24:     9654
O01:     3711
O02:     8966
O03:     4663
O04:    17650
O05:     1587
O06:     2640
O07:    72102
O08:   205022
O09:    19788
O10:    65651
O11:     2174
O12:     2318
O13:    23118
O14:    52627
O15:     2163
O16:     2635
O17:      568
O18:     1222
O19:     7268
O20:    26634
O21:    43763
O22:   127601
O23:     5064
O24:    11216
P01:     3228
P02:     7719
P03:     6685
P04:    18658
P05:     2612
P06:     2762
P07:    92435
P08:   234020
P09:    36698
P10:    81674
P11:     1295
P12:     1551
P13:    20635
P14:    78397
P15:     2579
P16:    11877
P17:     1590
P18:      785
P19:     6656
P20:    25378
P21:    63821
P22:   116373
P23:     2769
P24:     8276

